index,song_title,artist,original_gender,original_continent,source,predicted_gender,predicted_continent,raw_model_response
799,Don't Worry Bout Me - Alle Farben Remix,Zara Larsson,female,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
800,Don't Leave Me Alone (feat. Anne-Marie) - Oliver Heldens Remix,David Guetta,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
801,Hold On,Stisema,male,europe,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
802,Loud Places (feat. Romy),Jamie xx,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
803,Let Me Entertain You,Robbie Williams,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
804,My head is a Jungle - MK Remix [Radio Edit],Wankelmut,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
805,To The Wire - SWACQ Remix,Julian Jordan,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
806,Il tuo profumo,Fred De Palma,male,europe,spotify,female,South America,"GENDER: female
CONTINENT: South America"
807,Rebel Yell - 1999 - Remaster,Billy Idol,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
808,Mitoman,Malik Montana,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
809,It Don't Come Easy,Ringo Starr,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
810,I Want You Around,Snoh Aalegra,female,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
811,Love$ick,Mura Masa,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
812,Endlich wieder asozial,Baba Saad,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
813,Dalla tua parte,Alessandra Amoroso,female,europe,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
814,Porto Cervo,Lazza,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
815,My Way - 1993 Remastered Version,Sid Vicious,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
816,Childsplay,IAMDDB,female,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
817,Bumpy Ride,Mohombi,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
818,Perfect,Ed Sheeran,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
819,This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,Kungs,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
820,Blah Blah Blah,Armin van Buuren,male,europe,spotify,Neutral,Africa,"GENDER: Neutral
CONTINENT: Africa

**Reasoning:**

*   **Gender:** The lyrics are repetitive and lack any specific pronouns or descriptions that would indicate a male or female narrator. The tone is detached and observational, making it difficult to assign a gender.
*   **Continent:** The repeated use of ""ja ja ja"" strongly suggests a West African influence. This phrase is commonly used in various West African languages (like Yoruba) as a dismissive or playful response, similar to saying ""whatever"" or ""yeah, yeah, yeah"" in English. The repetitive nature of the lyrics, combined with this specific phrase, points towards an African origin."
821,Take Me Home - BBC Children In Need Single 2015,Jess Glynne,female,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
822,Baby I'm Yours - feat. Irfane,Breakbot,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
823,Who's Laughing Now,Jessie J,female,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
824,Sikam Szampan,Mr. Polska,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
825,Keep Your Head Up,Ben Howard,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
826,Happy Hours - Remix,John De Sohn,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
827,Fool (If You Think It's Over),Chris Rea,male,europe,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
828,"Loca People (What the F**k!"") - Radio Edit",Sak Noel,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
829,Anywhere u go,Tove Lo,female,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
830,Golden Green,Agnes Obel,female,europe,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
831,We Ain't Feeling Time,FKJ,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
832,Fade Into Darkness - Vocal Radio Mix,Avicii,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
833,The Only Way Is Up - Radio Edit,Martin Garrix,male,europe,spotify,Male,North America,"GENDER: Male
CONTINENT: North America

**Reasoning:**

The lyrics are nonsensical and repetitive, revolving around the phrase ""pecan pie."" This style is characteristic of experimental or absurdist music often associated with male artists exploring unconventional themes. The prevalence of ""pecan pie"" strongly suggests a North American origin, specifically referencing a popular dessert from the Southern United States. The lack of any other cultural or linguistic cues reinforces this conclusion."
834,Everything (feat. John Legend),Ella Mai,female,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
835,You're Beautiful,James Blunt,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
836,Clarity,Zedd,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
837,Can I Be Him,James Arthur,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
838,Gothersgade,Artigeardit,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
839,Lights On,Izzy Bizu,female,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
840,Crying In The Sun,Faustix,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
841,Heaven,Avicii,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
842,Heroes (we could be),Alesso,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
843,Te Quiero un Poco,Carlos Sadness,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
844,goodbye,updog,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
845,Bombs Away,Charlotte Gainsbourg,female,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
846,george,Arlo Parks,female,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
847,A Different Way (with Lauv),DJ Snake,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
848,Who Is Ready To Jump - Original Club Mix,Chuckie,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
849,Clandestino (feat. Calypso Rose),Manu Chao,male,europe,spotify,male,Africa,"GENDER: male
CONTINENT: Africa"
850,Burn,Ellie Goulding,female,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
851,Perfect,Topic,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
852,Stress ohne Grund (feat. Bushido),Shindy,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
853,PAY ME BACK!,ILIRA,female,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
854,Friedhof der Kuscheltiere,Manuellsen,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
855,Imperfect Circle,Jorja Smith,female,europe,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
856,Say My Name,David Guetta,male,europe,spotify,female,South America,"GENDER: female
CONTINENT: South America"
857,Monster,LUM!X,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
858,365 - Zedd Remix,Zedd,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
859,Lights & Thunder - Club Mix,Gareth Emery,male,europe,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
860,Stargazing,Kygo,male,europe,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
861,Porcelain,Skott,female,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
862,Muscle Car - Sander Kleinenberg's Pace Car Mix - Radio Edit,Mylo,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
863,Rebelde por Defecto,ToteKing,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
864,TIME,Alesso,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
865,Drivin',Mr. Probz,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
866,Solo Dance,Martin Jensen,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
867,Tonight's the Night (Gonna Be Alright) - 2009 Remaster,Rod Stewart,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
868,I Shot The Sheriff,Eric Clapton,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
869,We'll Be Ok,Afrojack,male,europe,spotify,female,Africa,"GENDER: female
CONTINENT: Africa"
870,Nur ein Dieb,Veysel,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
871,I Own You,Mick Flannery,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America

**Reasoning:**

*   **Gender:** The raw, aggressive, and desperate tone, combined with the language used (swearing, violent imagery, and a sense of powerlessness) strongly suggests a male narrator. The lyrics express rage, vulnerability, and a feeling of being victimized, which, while not exclusive to men, are often conveyed in this manner within this specific lyrical style.
*   **Continent:** The lyrics contain several references that point towards a North American (specifically, likely US) setting. These include:
    *   ""Blue-eyed evil capitalist pig"" - A critique of capitalism often associated with Western nations, particularly the US.
    *   References to cars, front yards, and ""hot tar"" streets – common imagery in North American urban landscapes.
    *   The overall tone and lyrical style align with a contemporary, aggressive hip-hop/rap aesthetic prevalent in North America.



The lyrics are dark and disturbing, depicting themes of poverty, violence, and exploitation, which, while present globally, are often explored within a North American socio-political context."
872,Wave Goodbye (feat. Jeffrey Jey),Robin Schulz,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
873,Crazy Dream,Tom Misch,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America

**Reasoning:**

*   **Gender:** The lyrics utilize slang (""bugging me out,"" ""yack,"" ""fucking around"") and a conversational, somewhat boastful tone, which are often associated with male perspectives in hip-hop/rap. The references to ""brothers"" further support a male narrator.
*   **Continent:** The lyrical references to ""Pharcyde"" (a prominent hip-hop group from the US) and the overall style strongly indicate a North American (specifically, US) origin. The language and cultural references align with contemporary American hip-hop."
874,Raise Your Hands,Ummet Ozcan,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
875,Sexy Bitch (feat. Akon),David Guetta,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
876,Ego - Radio Edit,Willy William,male,europe,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
877,Neon,Frida Sundemo,female,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
878,Forget What I Said,Noora Noor,female,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
879,Umsatzfixiert,Capital Bra,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
880,Jet - Remastered 2010,Paul McCartney,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
881,High,James Blunt,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
882,Turbococco,Ghali,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
883,Hyde,Astrid S,female,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
884,Arrogante,Irama,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
885,Wherever You Go,Jonas Blue,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
886,Mambo Rap,Parov Stelar,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
887,Happy Now,Kygo,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
888,La differenza,Gianna Nannini,female,europe,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
889,Both,Headie One,male,europe,spotify,male,Africa,"GENDER: male
CONTINENT: Africa"
890,Meister Yoda,Azet,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
891,Falling Like The Stars,James Arthur,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
892,White Tiger - Marcus Layton Radio Edit,Izzy Bizu,female,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
893,Play Hard (feat. Ne-Yo & Akon) - New Edit,David Guetta,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
894,Can't Bring Me Down,Quintino,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
895,We Don't Talk,Wiktoria,female,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
896,Lovers on the Sun (feat. Sam Martin),David Guetta,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
897,Even If - Radio Edit,Benny Benassi,male,europe,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
898,Talk,DJ Snake,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
899,Kanax in Moskau,KC Rebell,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
900,COUNT YAH BLESSINGS,Chivv,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
901,Miss U,Kidd Keo,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
902,Got It,Boys Noize,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
903,In The Air Tonight - 2015 Remastered,Phil Collins,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
904,Mistaken (feat. Alex Aris),Martin Garrix,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
905,Clarity - Tiësto Remix,Zedd,male,europe,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
906,The Back Seat Of My Car - 1993 Digital Remaster,Paul McCartney,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
907,Follow Me,Syn Cole,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
908,I Want You To Know,Zedd,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
909,This Town (feat. Sasha Sloan & Gucci Mane) - Gucci Mane Edit,Kygo,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
