song_title,artist,musical_genre,ethnicity,musical_subgenre,gender
Fix,Blackstreet,r&b,north-american,new jack swing,Group
Rise - TV Noise Ibiza Mix,Jonas Blue,edm,european,pop edm,male
Sny z ulicy,Beteo,rap,european,trap,male
Piece of My Heart,Big Brother & The Holding Company,rock,north-american,album rock,Group
Touch It - Album Version/Vocal Up,Busta Rhymes,rap,north-american,southern hip hop,male
Hillside House,Wilder Woods,r&b,north-american,neo soul,male
Soldi in Nero - feat. Sfera Ebbasta,Shiva,rap,european,trap,male
Nowhere To Run,Martha Reeves & The Vandellas,rock,north-american,album rock,Group
Animals,Martin Garrix,edm,european,big room,male
Luz de Piedra de Luna,Javiera Mena,pop,latino,electropop,female
Unstoppable,AJ Mitchell,pop,north-american,post-teen pop,male
Bellaquita - Remix,Dalex,latin,north-american,latin pop,male
Only the Good Die Young,Billy Joel,rock,north-american,classic rock,male
Pop Ya Collar,Usher,r&b,north-american,new jack swing,male
IDGAF,Dua Lipa,pop,european,electropop,female
Personal Jesus - Original Seven Inch Version,Depeche Mode,rock,european,permanent wave,Group
Que te vaya bonito,Chavela Vargas,r&b,north-american,urban contemporary,female
Power To The People,John Lennon,rock,european,album rock,male
PARANOIA,Jonna Fraser,latin,european,latin hip hop,male
Waiting,FKJ,r&b,european,neo soul,male
Ur Highness,IAMDDB,r&b,european,neo soul,female
Glow,Kelis,r&b,north-american,new jack swing,female
Trappes,La Fouine,r&b,european,urban contemporary,male
Heavy Metal,Sammy Hagar,rock,north-american,album rock,male
Chasing Fire,Lauv,pop,north-american,indie poptimism,male
Power,Deitrick Haddon,r&b,north-american,urban contemporary,male
Which Way the Wind Blows,Anthony Phillips,rock,european,album rock,male
Mo Bamba,Sheck Wes,r&b,north-american,hip pop,male
One Dance,Drake,pop,north-american,electropop,male
Pardon Me,Incubus,rock,north-american,hard rock,Group
Paranoid - 2016 Remaster,Black Sabbath,rock,european,album rock,Group
Cut Your Teeth - Kygo Remix,Kyla La Grange,latin,european,tropical,female
Last Two Dollars,Johnnie Taylor,rap,north-american,southern hip hop,male
Cereal Killer,Geto Boys,rap,north-american,southern hip hop,Group
Lucky Boy - Outlines Remix,DJ Mehdi,pop,european,electropop,male
Naturally,Selena Gomez & The Scene,pop,north-american,post-teen pop,Group
Two 10s,Quinn XCII,pop,north-american,indie poptimism,male
Hola Beba,Farruko,latin,north-american,reggaeton,male
Papa Was A Rolling Stone,Was (Not Was),r&b,north-american,new jack swing,Group
Rock Steady,The Whispers,r&b,north-american,new jack swing,Group
If I Lose Myself - Alesso vs OneRepublic,OneRepublic,pop,north-american,dance pop,Group
Play My Music,Jonas Brothers,pop,north-american,post-teen pop,Group
Bad,Lennon Stella,pop,north-american,post-teen pop,female
Leave Me Alone,Sam Feldt,latin,european,tropical,male
One,Ghostface Killah,rap,north-american,gangster rap,male
Ain't It Funny - Murder Remix,Jennifer Lopez,r&b,north-american,hip pop,female
Walk Again,BrokenRail,rock,north-american,hard rock,Group
Represent - Explicit Album Version,Nas,rap,north-american,gangster rap,male
...Ready For It? - BloodPop® Remix,Taylor Swift,edm,north-american,pop edm,female
Middle of the Road - 2007 Remaster,Pretenders,rock,european,classic rock,Group
From Eden,Hozier,r&b,european,neo soul,male
Umbrella,Rihanna,edm,north-american,pop edm,female
Kundalini,Headhunterz,edm,european,big room,male
You Don't Know,702,r&b,north-american,new jack swing,Group
Beverly Hills,Weezer,rock,north-american,permanent wave,Group
Stranglehold,Ted Nugent,rock,north-american,classic rock,male
Put a Smile on Your Face,Durand Jones & The Indications,r&b,north-american,neo soul,Group
Magpakailanman,Rocksteddy,rock,asian,classic rock,Group
I Need An Angel,Ruben Studdard,r&b,north-american,urban contemporary,male
Bailando - English Version,Enrique Iglesias,latin,european,latin hip hop,male
A Different Way (with Lauv),DJ Snake,latin,european,tropical,male
A$AP Forever,A$AP Rocky,rap,north-american,southern hip hop,male
Centerfold,The J. Geils Band,rock,north-american,album rock,Group
Fight The Power,Public Enemy,rap,north-american,southern hip hop,Group
Hoy,Bonka,latin,latino,latin pop,Group
Someone That Loves You,HONNE,pop,european,indie poptimism,Group
This Is How We Do It,Montell Jordan,r&b,north-american,new jack swing,male
Bitch Please,Snoop Dogg,rap,north-american,gangster rap,male
How Soon Is Now? - 2011 Remaster,The Smiths,rock,european,permanent wave,Group
"Comprendes, Mendes?",Control Machete,rap,north-american,gangster rap,Group
GAMES ON YOUR PHONE,24kGoldn,r&b,north-american,urban contemporary,male
The Bones - with Hozier,Maren Morris,latin,north-american,latin pop,female
Silent Thunder,Crazy Lixx,rock,european,hard rock,Group
GOOD DIE YOUNG,Elley Duhé,r&b,north-american,urban contemporary,female
Enjoy the Silence - Single Mix,Depeche Mode,rock,european,permanent wave,Group
Suavemente,Elvis Crespo,latin,north-american,reggaeton,male
Push My Luck - Famba Remix,The Chainsmokers,pop,north-american,indie poptimism,Group
BUTTERFLY EFFECT,Travis Scott,rap,north-american,trap,male
Definition of God,Sean Price,rap,north-american,southern hip hop,male
Fed Up,LVNDSCAPE,latin,european,tropical,male
Let Me Love You - Zedd Remix,DJ Snake,edm,european,pop edm,male
Murder Avenue,Geto Boys,rap,north-american,southern hip hop,Group
What You Want,Evanescence,rock,north-american,hard rock,Group
All the Time - Don Diablo Remix,Zara Larsson,pop,european,dance pop,female
Body Back (feat. Maia Wright),Gryffin,pop,north-american,dance pop,male
One In A Million,Pete Rock,rap,north-american,gangster rap,male
Like a Prayer,Madonna,pop,north-american,electropop,female
Te Quiero,Flex,latin,latino,reggaeton,male
Palm Trees - Motez Remix,GoldLink,r&b,north-american,neo soul,male
Memory,BrokenRail,rock,north-american,hard rock,Group
Unskinny Bop,Poison,rock,north-american,hard rock,Group
The Barrel,Aldous Harding,r&b,oceania,hip pop,female
Diamonds,Rihanna,pop,north-american,post-teen pop,female
Get It Right,Aretha Franklin,edm,north-american,progressive electro house,female
Supersonic - Remastered,Oasis,rock,european,album rock,Group
Plug Walk,Rich The Kid,r&b,north-american,hip pop,male
Thunder,Imagine Dragons,pop,north-american,post-teen pop,Group
Supuestamente,Ozuna,rap,north-american,trap,male
Easy Does It,Wildstreet,rap,north-american,southern hip hop,Group
MEGATRON,Nicki Minaj,r&b,north-american,hip pop,female
Sleepwalking,The Chain Gang Of 1974,pop,north-american,electropop,male
Morena - Re-Mix,Hector & Tito,latin,north-american,reggaeton,Group
Black Butterflies,Kill The Buzz,edm,european,big room,male
Ley De Newton,Beatriz Luengo,latin,european,latin pop,female
Pinball Wizard,The Who,rock,european,album rock,Group
Breathe Me,Sia,r&b,oceania,urban contemporary,female
Limbo (feat. Gilli),NODE,rap,european,hip hop,Group
Demi Lovato Medley,Cimorelli,pop,north-american,post-teen pop,Group
Toss It Up,2Pac,r&b,north-american,new jack swing,male
Take The Money And Run,Steve Miller Band,rock,north-american,album rock,Group
One Dance,Drake,pop,north-american,electropop,male
Soldiers,Otherwise,rock,north-american,hard rock,Group
Son And Daughter - Remastered 2011,Queen,rock,european,album rock,Group
Workin Out,JID,r&b,north-american,urban contemporary,male
Celebrate,Anderson .Paak,r&b,north-american,urban contemporary,male
Way Back Home (feat. Conor Maynard) - Sam Feldt Edit,SHAUN,edm,asian,progressive electro house,male
Bed Of Roses,Bon Jovi,rock,north-american,permanent wave,Group
Never Should've Let You Go,Hi-Five,r&b,north-american,new jack swing,Group
It's My Life,Bon Jovi,rock,north-american,permanent wave,Group
Spaghetti Junction,OutKast,rap,north-american,southern hip hop,Group
Higher,Creed,rock,north-american,permanent wave,Group
Honey Love,R. Kelly,r&b,north-american,new jack swing,male
Marlboro,MiyaGi,rap,european,gangster rap,male
Monster,LUM!X,edm,european,progressive electro house,male
ROXANNE,Arizona Zervas,pop,north-american,post-teen pop,male
She Makes Me (Stormtrooper In Stilettos) - Remastered 2011,Queen,rock,european,album rock,Group
Fantasy,Aldo Nova,rock,north-american,album rock,male
Invocation,Common,r&b,north-american,neo soul,male
Burn,In Flames,rock,european,hard rock,Group
Break the Distance,ELYAZ,pop,european,dance pop,male
Colors,Crossfade,rock,north-american,hard rock,Group
Whatcha Wanna Do,Mia X,rap,north-american,southern hip hop,female
Carry You Home,James Blunt,rock,european,album rock,male
Trojan Horses,Agnes Obel,pop,european,indie poptimism,female
Used To Love U,John Legend,r&b,north-american,neo soul,male
Games,Chuckii Booker,r&b,north-american,new jack swing,male
OTRO CHEKE,Rels B,rap,european,trap,male
What Is Life,George Harrison,rock,european,album rock,male
Close To Me (with Diplo) (feat. Swae Lee) - CID Remix,Ellie Goulding,pop,european,dance pop,female
Knock Me Down - Remastered,Red Hot Chili Peppers,rock,north-american,album rock,Group
Janie's Got A Gun - Single Version,Aerosmith,rock,north-american,classic rock,Group
Small Talk,Jarreau Vandal,r&b,european,neo soul,male
Janie's Got A Gun - Single Version,Aerosmith,rock,north-american,hard rock,Group
Don't Watch Me Cry,Jorja Smith,r&b,european,urban contemporary,female
Fantasy - Felix Jaehn Remix,Alina Baraz,latin,north-american,tropical,female
Mona Lisa (prod.Dio Mudara),Malik Montana,rap,european,trap,male
All My Love - Remastered,Queen Pen,r&b,north-american,new jack swing,female
Hey DJ,CNCO,latin,north-american,latin hip hop,Group
Tell Me The Truth,Julian Jordan,edm,european,electro house,male
Let Me See It,UGK,rap,north-american,southern hip hop,Group
Stick Talk,Future,rap,north-american,gangster rap,male
Espero Que Entiendas,Oz,latin,asian,latin pop,Group
All Night,Example,edm,european,progressive electro house,male
Tongue Tied (with YUNGBLUD & blackbear),Marshmello,pop,north-american,post-teen pop,male
Call Me Maybe,Carly Rae Jepsen,pop,north-american,post-teen pop,female
Take Me Out,Franz Ferdinand,rock,european,permanent wave,Group
Hate To Say I Told You So,The Hives,rock,european,permanent wave,Group
Misty Blue,Dorothy Moore,r&b,north-american,urban contemporary,female
Peace,Alison Wonderland,pop,oceania,indie poptimism,female
Yellow Hearts,Ant Saunders,pop,north-american,post-teen pop,male
El Taqui Taqui - Original Mix,Ilegales,latin,european,tropical,Group
The Next Episode,Dr. Dre,rap,north-american,southern hip hop,male
The Sapling,David Gray,r&b,european,neo soul,male
Bad Moon Rising,Creedence Clearwater Revival,rock,north-american,classic rock,Group
Swim,Fickle Friends,pop,european,indie poptimism,Group
Paid In Full,Eric B. & Rakim,rap,north-american,southern hip hop,Group
Love Don't Cost a Thing,Jennifer Lopez,r&b,north-american,hip pop,female
Abusadora,Wisin & Yandel,latin,north-american,reggaeton,Group
Electric (feat. Khalid),Alina Baraz,r&b,north-american,urban contemporary,female
Easy Go,Grandtheft,rap,north-american,trap,male
Ghetto Man,Marvin Sease,rap,north-american,southern hip hop,male
I Got The... - 2006 Remaster,Labi Siffre,r&b,european,urban contemporary,male
Tokyo Drift,KVSH,edm,latino,electro house,male
Lead Me Back,San Holo,pop,european,indie poptimism,male
Dile Que Tu Me Quieres,Ozuna,latin,north-american,reggaeton,male
Last Man Standing,Pop Evil,rock,north-american,hard rock,Group
Descara,Yomo,latin,north-american,reggaeton,male
Children Of Today,Blasterjaxx,edm,european,big room,Group
You're Gonna Love Again,NERVO,edm,oceania,progressive electro house,Group
Wheel in the Sky,Journey,rock,north-american,hard rock,Group
El Malo,Aventura,latin,north-american,tropical,Group
Original Don (feat. The Partysquad) [Flosstradamus Remix],Major Lazer,rap,latino,trap,Group
Happily Ever After,Case,r&b,north-american,new jack swing,male
On The Clock,Lvly,latin,european,tropical,female
Circles,Post Malone,pop,north-american,post-teen pop,male
Walk,Comethazine,rap,north-american,gangster rap,male
Ang Huling El Bimbo,Eraserheads,rock,asian,classic rock,Group
Leise,Haze,rap,european,gangster rap,Group
Rack City,Tyga,rap,north-american,southern hip hop,male
Beautiful Now - Dirty South Remix,Zedd,edm,european,big room,male
Molly Girl,Lil Tecca,rap,north-american,trap,male
What the World Needs Now(Is Love),Dionne Warwick,rock,north-american,album rock,female
When I Grow Up,The Pussycat Dolls,pop,north-american,post-teen pop,Group
Come Baby Come,K7,r&b,north-american,new jack swing,male
Body,Loud Luxury,latin,north-american,tropical,Group
Eighties - 2007 Digital Remaster,Killing Joke,rock,european,permanent wave,Group
Got 2 Luv U,Sean Paul,latin,latino,latin hip hop,male
Don't Remind Me,Damian Dame,r&b,north-american,new jack swing,Group
Go See the Doctor,Kool Moe Dee,r&b,north-american,new jack swing,male
Black Beatles,Rae Sremmurd,rap,north-american,southern hip hop,Group
Who Dat Boy (feat. A$AP Rocky),"Tyler, The Creator",r&b,north-american,urban contemporary,male
Wanderlust,Throttle,edm,oceania,progressive electro house,male
push pull,Purity Ring,pop,north-american,indie poptimism,Group
No Lie (feat. WizKid),GoldLink,r&b,north-american,neo soul,male
"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",Aerosmith,rock,north-american,classic rock,Group
Game Time (feat. Ninja),3LAU,edm,north-american,electro house,male
Two Tickets to Paradise,Eddie Money,rock,north-american,classic rock,male
Got to Have Your Love,Mantronix,r&b,north-american,new jack swing,Group
Mad,Solange,r&b,north-american,urban contemporary,female
Always,Great Good Fine Ok,pop,north-american,indie poptimism,Group
Po' Folks (feat. Anthony Hamilton),Nappy Roots,rap,north-american,southern hip hop,Group
Up Again (Lucky Rose Remix),Dan Bremnes,pop,north-american,dance pop,male
Violet,Daniel Caesar,r&b,north-american,neo soul,male
Officieel,Broederliefde,latin,european,latin hip hop,Group
Ridin' Dirty,UGK,rap,north-american,southern hip hop,Group
Marijuano Locos (Stoned Raiders) - Spanish Edit,Cypress Hill,latin,north-american,latin hip hop,Group
Pretty Wings - uncut,Maxwell,r&b,north-american,neo soul,male
Jam On It (Re-Recorded Version),Newcleus,latin,north-american,latin hip hop,Group
Addictive Love,Bebe & Cece Winans,r&b,north-american,new jack swing,Group
Show Love,Everything Is Recorded,r&b,european,neo soul,male
rower (joint lover),chillwagon,rap,european,trap,Group
Hombre Al Agua - Remasterizado 2007,Soda Stereo,rock,latino,album rock,Group
How to Love (feat. Sofia Reyes) - Boombox Cartel Remix,Cash Cash,edm,north-american,pop edm,Group
Real Love,Mary J. Blige,r&b,north-american,new jack swing,female
Ode To Nujabes,Funky DL,r&b,european,neo soul,male
Can't Feel My Face - Martin Garrix Remix,The Weeknd,edm,north-american,pop edm,male
Heart Of The Country,Paul McCartney,rock,european,album rock,male
Ball and Chain,The Who,rock,european,classic rock,Group
Another's Arms,Coldplay,rock,european,album rock,Group
Can't Feel My Face,The Weeknd,pop,north-american,post-teen pop,male
Sucker,Jonas Brothers,pop,north-american,post-teen pop,Group
Accetto Miracoli,Tiziano Ferro,r&b,european,hip pop,male
Opposite Of Adults,Chiddy Bang,pop,north-american,post-teen pop,Group
Big Shot,Billy Joel,rock,north-american,classic rock,male
1000 Hits,Jamule,rap,european,hip hop,male
Poison,Bell Biv DeVoe,r&b,north-american,new jack swing,Group
Mi Amor Perdido,Andy Aguilera,latin,latino,latin pop,male
Hustler Musik,Lil Wayne,rap,north-american,southern hip hop,male
It's Not Over,Daughtry,rock,north-american,permanent wave,Group
Teenage Dream,Katy Perry,latin,north-american,latin hip hop,female
Africa,TOTO,rock,north-american,album rock,Group
Who Hurt You?,Daniel Caesar,r&b,north-american,urban contemporary,male
Celeste,Ezra Vine,pop,oceania,indie poptimism,Group
Aleluya,Reik,latin,north-american,latin pop,Group
