artist,song_title,gender,ethnicity,lyrics_source,lyric_length,english_word_ratio,needs_translation
Daniel Merriweather,Impossible,Male,Oceania,genius,360,0.8402061855670103,0
Kate Miller-Heidke,The Tiger Inside Will Eat The Child,Female,Oceania,genius,245,0.99609375,0
Jessica Mauboy,Never Be The Same,Female,Oceania,genius,508,0.9386617100371748,0
Rebecca St. James,Here I Am,Female,Oceania,genius,193,1.0,0
Olivia Newton-John,O Holy Night,Female,Oceania,genius,162,1.0,0
Delta Goodrem,Happy Xmas (War Is Over),Female,Oceania,genius,209,1.0,0
Adam Brand,Never Live Without You,Male,Oceania,genius,134,0.95,0
Darren Hayes,Talk Talk Talk,Male,Oceania,genius,288,0.9966101694915256,0
Christine Anu,Come On,Female,Oceania,genius,269,0.9781818181818182,0
Kasey Chambers,Colour Of A Carnival,Female,Oceania,genius,221,0.9369369369369368,0
Ainslie Wills,Weighing The Promises,Female,Oceania,genius,48,1.0,0
Michelle Tumes,Untame Lion,Female,Oceania,genius,146,0.9935897435897436,0
Kylie Minogue,Into The Blue,Female,Oceania,genius,320,0.9882352941176472,0
Olivia Newton-John,If Not For You,Female,Oceania,genius,181,0.9739583333333334,0
Josef Salvat,Till I Found You,Male,Oceania,genius,291,0.9805825242718448,0
Angry Anderson,Bad Days,Male,Oceania,genius,296,0.9807692307692308,0
Anika Moa,I Am The Woman Who Loves You,Female,Oceania,genius,223,0.991701244813278,0
John Farnham,Justice For One,Male,Oceania,genius,268,0.9767441860465116,0
Aaradhna,Burned It Up,Female,Oceania,genius,494,0.9901768172888016,0
Helen Reddy,Knowing When To Leave,Female,Oceania,genius,199,0.9902912621359224,0
Ben Lummis,Never Say I Love You,Male,Oceania,genius,343,0.9915254237288136,0
Kate Miller-Heidke,The End Of School,Female,Oceania,genius,339,0.9912280701754386,0
Lisa Maxwell,Not So Easy,Female,Oceania,genius,192,1.0,0
Olivia Newton-John,If,Female,Oceania,genius,143,0.9867549668874172,0
Missy Higgins,Secret,Female,Oceania,genius,245,0.9622641509433962,0
Bic Runga,Everything Is Beautiful And New,Female,Oceania,genius,138,0.9857142857142858,0
Josh Pyke,Forever Song,Male,Oceania,genius,274,0.9796610169491524,0
Darren Hanlon,Fire Engine,Male,Oceania,genius,200,0.966346153846154,0
Troye Sivan,Unsung Hero,Male,Oceania,genius,236,0.9877551020408164,0
Xavier Rudd,9 Times A Day,Male,Oceania,genius,163,0.993975903614458,0
Samantha Sang,The Love Of A Woman,Female,Oceania,genius,174,0.9176470588235294,0
Jimmy Barnes,Sweat It Out,Male,Oceania,genius,195,0.9757281553398058,0
Kylie Minogue,Take Me With You,Female,Oceania,genius,316,0.991044776119403,0
Ben Lee,Borne On The FM Waves Of The Heart,Male,Oceania,genius,264,0.9855595667870036,0
Missy Higgins,The Special Two,Female,Oceania,genius,400,0.9767441860465116,0
Gin Wigmore,Man Like That,Female,Oceania,genius,474,0.9288617886178862,0
Kasey Chambers,Nothing At All,Female,Oceania,genius,206,0.9902912621359224,0
Adam Brand,Blue Sky Cathedral,Male,Oceania,genius,202,0.9953051643192488,0
Olivia Newton-John,I Honestly Love You,Female,Oceania,genius,364,0.9830508474576272,0
Olivia Newton-John,Suddenly,Female,Oceania,genius,272,0.9933110367892976,0
Jack Vidgen,I Have Nothing,Male,Oceania,genius,304,0.9615384615384616,0
Jim White,Turquoise House,Male,Oceania,genius,293,0.964630225080386,0
Natalie Imbruglia,Sanctuary,Female,Oceania,genius,312,0.9483282674772036,0
Andy Gibb,Fool For A Night,Male,Oceania,genius,297,0.9968253968253968,0
Rolf Harris,Sun Arise,Male,Oceania,genius,157,0.9877300613496932,0
Jeff Lang,"Lubbock, Texas",Male,Oceania,genius,278,0.9896193771626296,0
Colin Buchanan,Who Is He In Yonder Stall,Male,Oceania,genius,271,0.977859778597786,0
Xavier Rudd,Let Me Be,Male,Oceania,genius,303,0.9509803921568628,0
Bic Runga,Counting The Days,Female,Oceania,genius,135,1.0,0
Keith Urban,Future Plans,Male,Oceania,genius,283,0.99,0
Dannii Minogue,If It Moves - Dub It,Female,Oceania,genius,170,0.9533678756476685,0
Ben Lee,Sleepwalking,Male,Oceania,genius,134,0.9791666666666666,0
Tina Arena,Take Me Apart,Female,Oceania,genius,171,0.99438202247191,0
Michael Hutchence,Get On The Inside,Male,Oceania,genius,313,0.9693251533742332,0
Tina Arena,Strong As Steel,Female,Oceania,genius,326,0.9534246575342464,0
Drapht,Who Can We Trust,Male,Oceania,genius,717,0.9836734693877552,0
Sarah Blasko,Hold On My Heart,Female,Oceania,genius,251,0.985239852398524,0
Kylie Minogue,In Your Eyes,Female,Oceania,genius,360,0.9794344473007712,0
Olivia Newton-John,If Not For You,Female,Oceania,genius,181,0.9739583333333334,0
Kat Frankie,The Faint-Hearted Ones,Female,Oceania,genius,227,0.9790794979079498,0
Kat Frankie,Bina,Female,Oceania,genius,158,0.9820359281437124,0
Keith Urban,Red Camaro,Male,Oceania,genius,329,0.9941348973607038,0
Natalie Imbruglia,Counting Down The Days,Female,Oceania,genius,290,0.9487179487179488,0
Rebecca St. James,Who Is He,Female,Oceania,genius,235,0.9958677685950412,0
David Dallas,Gotta Know,Male,Oceania,genius,488,0.9521988527724664,0
Ainslie Wills,Reprise,Female,Oceania,genius,46,1.0,0
Wendy Matthews,Standing Strong,Female,Oceania,genius,192,0.9705882352941176,0
Colin Hay,Company Of Strangers,Male,Oceania,genius,257,0.9774436090225564,0
Anthony Callea,If Only,Male,Oceania,genius,197,0.9951219512195122,0
Mick Harvey,Scenic Railway,Male,Oceania,genius,146,0.9440993788819876,0
Sam Sparro,Black And Gold,Male,Oceania,genius,393,0.9670588235294116,0
Colin Hay,I Think I Know,Male,Oceania,genius,179,0.9842105263157894,0
Helen Reddy,Optimism Blues,Female,Oceania,genius,300,0.939209726443769,0
Rick Springfield,Alyson,Male,Oceania,genius,315,0.981981981981982,0
Kate Miller-Heidke,Offer It Up,Female,Oceania,genius,364,0.967005076142132,0
Butterfly Boucher,For The Love Of Love,Female,Oceania,genius,161,0.9939024390243902,0
Rebecca St. James,Above All,Female,Oceania,genius,173,0.9774011299435028,0
Margaret Urlich,Every Little Thing,Female,Oceania,genius,235,0.9872881355932204,0
Sia,Take It To Heart,Female,Oceania,genius,254,0.9962962962962963,0
Helen Reddy,Raised On Rock,Female,Oceania,genius,298,0.9966996699669968,0
Xavier Rudd,Partnership,Male,Oceania,genius,174,0.9885057471264368,0
Troye Sivan,Happy Little Pill,Male,Oceania,genius,259,0.9850187265917604,0
Daryl Braithwaite,Higher Than Hope,Male,Oceania,genius,255,0.9712230215827338,0
Hayley Westenra,Both Sides Now,Female,Oceania,genius,237,0.9689922480620154,0
Alex Lloyd,Safe To Say,Male,Oceania,genius,89,0.9666666666666668,0
Kate Miller-Heidke,No Truck,Female,Oceania,genius,404,0.9741784037558684,0
Rick Springfield,Written In Rock,Male,Oceania,genius,452,0.9874213836477987,0
Rolf Harris,Figian Girl,Male,Oceania,genius,222,0.9955357142857144,0
Iota,Outside,Male,Oceania,genius,149,0.9869281045751634,0
Darren Hayes,Unlovable,Male,Oceania,genius,552,0.9625,0
Mick Harvey,Ford Mustang,Male,Oceania,genius,196,1.0,0
Olivia Newton-John,Have You Never Been Mellow,Female,Oceania,genius,227,0.978448275862069,0
Marty Willson-Piper,You Bring Your Love To Me,Male,Oceania,genius,150,0.9870967741935484,0
Jimmy Barnes,Thick Skinned,Male,Oceania,genius,179,1.0,0
Diana Anaid,Flowers,Female,Oceania,genius,149,0.9807692307692308,0
Mick Harvey,Overseas Telegram,Male,Oceania,genius,81,0.9878048780487804,0
Guy Sebastian,Undo,Male,Oceania,genius,208,0.9812206572769951,0
Olivia Newton-John,Changes,Female,Oceania,genius,147,0.9936305732484076,0
Hayley Westenra,Danny Boy,Female,Oceania,genius,168,0.9715909090909092,0
Kram,Satellite,Male,Oceania,genius,198,0.9563106796116504,0
Andy Gibb,Falling In Love With You,Male,Oceania,genius,290,0.9829931972789115,0
Darlene Zschech,The Power Of Your Love,Female,Oceania,genius,135,0.978102189781022,0
David Dallas,The Gate,Male,Oceania,genius,602,0.9710564399421128,0
Jimmy Barnes,No Second Prize,Male,Oceania,genius,270,0.9691780821917808,0
Chela,Zero,Female,Oceania,genius,253,0.9576923076923076,0
Tamara Jaber,Ooh Ahh,Female,Oceania,genius,419,0.942528735632184,0
John Farnham,Sadie (The Cleaning Lady),Male,Oceania,genius,262,0.9742647058823528,0
Darlene Zschech,And That My Soul Knows Very Well,Female,Oceania,genius,221,0.9446808510638298,0
Colin Buchanan,God Is Everywhere,Male,Oceania,genius,208,0.78099173553719,1
Alex Lloyd,Hello The End,Male,Oceania,genius,131,0.9568345323741008,0
Hayley Westenra,The Water Is Wide,Female,Oceania,genius,129,0.9848484848484848,0
Peter Andre,I See You,Male,Oceania,genius,310,0.982089552238806,0
Sia,Breathe Me,Female,Oceania,genius,166,0.9883040935672516,0
Steve McDonald,The Celtic Warrior,Male,Oceania,genius,108,0.9814814814814816,0
Olivia Newton-John,Get Out,Female,Oceania,genius,267,0.9901315789473684,0
David Bridie,Kerosene,Male,Oceania,genius,79,0.963855421686747,0
Vanessa Amorosi,How Y' Livin',Female,Oceania,genius,520,0.9907235621521336,0
Russell Morris,Only A Matter Of Time,Male,Oceania,genius,307,0.948948948948949,0
Super Xx Man,Out For Kicks,Male,Oceania,genius,152,0.951219512195122,0
Jack Vidgen,Yes I Am,Male,Oceania,genius,272,0.9523809523809524,0
Olivia Newton-John,If You Love Me (Let Me Know),Female,Oceania,genius,249,1.0,0
Kylie Minogue,In My Arms,Female,Oceania,genius,306,0.9882005899705014,0
Kylie Minogue,We Know The Meaning Of Love,Female,Oceania,genius,283,0.9933110367892976,0
Sia,Salted Wound,Female,Oceania,genius,182,0.965174129353234,0
Mia Dyson,Lonely,Female,Oceania,genius,383,0.982367758186398,0
Candice Alley,I Belong,Female,Oceania,genius,215,0.9833333333333332,0
Darlene Zschech,Walk On,Female,Oceania,genius,284,0.9966442953020134,0
Lenka,Like A Song,Female,Oceania,genius,184,0.9830508474576272,0
Rebecca St. James,Hark The Herald Angels Sing,Female,Oceania,genius,151,0.9671052631578948,0
Olivia Newton-John,Trust Yourself,Female,Oceania,genius,289,0.9794520547945206,0
Sara Storer,Boss Drovers Pride,Female,Oceania,genius,187,0.9946808510638298,0
Rebecca St. James,Alive,Female,Oceania,genius,261,0.9962406015037594,0
Rick Springfield,Life In A Northern Town,Male,Oceania,genius,179,0.988826815642458,0
Urthboy,Til They Snatch This Last Page,Male,Oceania,genius,293,0.993421052631579,0
Troye Sivan,DKLA,Male,Oceania,genius,396,0.9811764705882352,0
Rick Price,Forever Me And You,Male,Oceania,genius,181,1.0,0
Steve Kilbey,Forgetfulness,Male,Oceania,genius,118,0.9833333333333332,0
Urthboy,Keep It Relevant,Male,Oceania,genius,880,0.9728555917481,0
Deborah Conway,Today I Am A Daisy,Female,Oceania,genius,181,0.972972972972973,0
Alex Lloyd,Bus Ride,Male,Oceania,genius,167,1.0,0
James Keelaghan,Gladys Ridge,Male,Oceania,genius,265,0.9851301115241636,0
Anika Moa,The Blind Woman,Female,Oceania,genius,257,0.9809885931558936,0
Vance Joy,Great Summer,Male,Oceania,genius,359,1.0,0
Tim Minchin,Quiet,Male,Oceania,genius,315,0.9815384615384616,0
Xavier Rudd,Twist,Male,Oceania,genius,304,0.9875,0
Lorde,The Love Club,Female,Oceania,genius,349,0.9917808219178084,0
Chet Faker,Archangel,Male,Oceania,genius,202,0.926605504587156,0
Stan Walker,Light It Up,Male,Oceania,genius,367,0.9741602067183462,0
Butterfly Boucher,Never Leave Your Heart Alone,Female,Oceania,genius,161,1.0,0
Ben Lee,Begin,Male,Oceania,genius,270,0.9758620689655172,0
Urthboy,Them Shackles,Male,Oceania,genius,423,0.9741176470588236,0
Christine Anu,Monkey And The Turtle,Female,Oceania,genius,338,0.9723618090452262,0
Diana Anaid,Black Rainbow,Female,Oceania,genius,161,0.9770114942528736,0
Marty Willson-Piper,Night Is Over,Male,Oceania,genius,236,0.927710843373494,0
Anita Lane,Lost In Music,Female,Oceania,genius,322,0.9944289693593314,0
Eric Bogle,Dan,Male,Oceania,genius,462,0.9702970297029704,0
Hayley Westenra,How Deep Is Your Love,Female,Oceania,genius,258,0.9737827715355806,0
Rolf Harris,Jake The Peg,Male,Oceania,genius,375,0.8644501278772379,0
Vanessa Amorosi,Blow Me Away,Female,Oceania,genius,300,0.9723076923076924,0
Aaradhna,Great Man,Female,Oceania,genius,378,0.9752475247524752,0
Kylie Minogue,Shocked,Female,Oceania,genius,348,0.9861495844875346,0
Lee Kernaghan,Wild Side Of Life,Male,Oceania,genius,170,0.978021978021978,0
Monique Brumby,The Change In Me,Female,Oceania,genius,213,0.990950226244344,0
Darlene Zschech,Shout To The Lord,Female,Oceania,genius,326,0.9820359281437124,0
John Farnham,A Touch Of Paradise,Male,Oceania,genius,159,0.975609756097561,0
Natalie Imbruglia,One More Addiction,Female,Oceania,genius,357,0.9893899204244032,0
Kylie Minogue,Too Much,Female,Oceania,genius,427,0.9957446808510638,0
Dannii Minogue,Hey (So What),Female,Oceania,genius,323,0.9647058823529412,0
Urthboy,Hellsong,Male,Oceania,genius,570,0.9754601226993864,0
Robert Forster,Baby Stones,Male,Oceania,genius,344,0.9859550561797752,0
Olivia Newton-John,Living In Harmony,Female,Oceania,genius,215,0.9518072289156626,0
Jamie McDell,Rewind,Female,Oceania,genius,376,0.9716494845360824,0
Rowland S. Howard,Undone,Male,Oceania,genius,254,0.9692307692307692,0
Olivia Newton-John,Heartbreaker,Female,Oceania,genius,216,0.9203539823008848,0
Rick Springfield,Do You Love Your Children,Male,Oceania,genius,340,0.9942028985507246,0
Dannii Minogue,Show You The Way To Go,Female,Oceania,genius,253,0.9845559845559846,0
Olivia Newton-John,The Twelfth Of Never,Female,Oceania,genius,178,0.9526315789473684,0
Rick Springfield,1000 Years,Male,Oceania,genius,246,0.9583333333333334,0
Kylie Minogue,Shocked,Female,Oceania,genius,348,0.9861495844875346,0
Jimmy Barnes,Tears We Cry,Male,Oceania,genius,219,0.9956331877729258,0
Kimbra,With My Hands,Female,Oceania,genius,373,0.93734335839599,0
Olivia Newton-John,Tenterfield Saddler,Female,Oceania,genius,260,0.9961977186311788,0
Vanessa Amorosi,Send Me The Manual,Female,Oceania,genius,247,0.984126984126984,0
Rebecca St. James,Beautiful Stranger,Female,Oceania,genius,315,0.9968553459119496,0
Kate Ceberano,Change,Female,Oceania,genius,272,0.9716312056737588,0
Rebecca St. James,Lamb Of God,Female,Oceania,genius,82,1.0,0
Colin Buchanan,Adelago,Male,Oceania,genius,262,0.9747292418772564,0
Xavier Rudd,Message Stick,Male,Oceania,genius,341,0.9971910112359552,0
Colin Buchanan,Be Careful Little Eyes,Male,Oceania,genius,226,0.9830508474576272,0
Peter Koppes,The Destroyer,Male,Oceania,genius,103,0.9904761904761904,0
Darren Hayes,So Beautiful,Male,Oceania,genius,278,0.993006993006993,0
Guy Sebastian,Cover On My Heart,Male,Oceania,genius,179,0.967741935483871,0
Tina Arena,I Only Want To Be With You,Female,Oceania,genius,284,0.9698996655518396,0
Natalie Imbruglia,Counting Down The Days,Female,Oceania,genius,290,0.9487179487179488,0
John Schumann,Safe Behind The Wire,Male,Oceania,genius,250,0.958490566037736,0
Mick Harvey,Jazz In The Ravine,Male,Oceania,genius,119,0.96875,0
Chet Faker,No Advice,Male,Oceania,genius,79,1.0,0
Kate Miller-Heidke,Beautiful Darling,Female,Oceania,genius,243,0.9691119691119692,0
Vance Joy,My Kind Of Man,Male,Oceania,genius,231,0.9914529914529916,0
Lisa Maxwell,Secrets And Lies,Female,Oceania,genius,116,1.0,0
Olivia Newton-John,Let Me Be There,Female,Oceania,genius,273,0.981203007518797,0
Max Sharam,Purple Flower,Female,Oceania,genius,275,0.9463087248322148,0
Olivia Newton-John,Would You Follow Me,Female,Oceania,genius,200,0.9950738916256158,0
Robert Forster,Cryin' Love,Male,Oceania,genius,303,0.9565217391304348,0
Andrew Morris,Here He Comes,Male,Oceania,genius,117,0.9603174603174603,0
Gin Wigmore,Singin' My Soul,Female,Oceania,genius,137,0.9452054794520548,0
Jimmy Barnes,Forgiveness,Male,Oceania,genius,164,0.9558011049723756,0
Delta Goodrem,Rise,Female,Oceania,genius,317,0.9560117302052786,0
Katie Noonan,In My Life,Female,Oceania,genius,152,0.9493670886075948,0
Vance Joy,Emmylou,Male,Oceania,genius,200,0.8909952606635071,0
Hayley Westenra,Memory,Female,Oceania,genius,180,0.9835164835164836,0
Rebecca St. James,As We Wait,Female,Oceania,genius,55,1.0,0
Sarah Blasko,Amazing Things,Female,Oceania,genius,206,0.9629629629629628,0
James Reyne,Every Tooth A Tombstone,Male,Oceania,genius,236,0.9516129032258064,0
Josh Pyke,Goldmines,Male,Oceania,genius,348,0.9675675675675676,0
S3RL,MTC,Male,Oceania,genius,232,0.9940476190476192,0
Sia,Cellophane,Female,Oceania,genius,248,0.9852941176470588,0
Jimmy Little,One Road,Male,Oceania,genius,172,0.9719101123595506,0
Rebecca St. James,You Make Everything Beautiful,Female,Oceania,genius,176,1.0,0
Jimmy Barnes,The Weight,Male,Oceania,genius,343,0.9802816901408452,0
Pete Murray,Happy Ground,Male,Oceania,genius,139,0.9932432432432432,0
Brooke Fraser,Better,Female,Oceania,genius,193,0.9560975609756096,0
Ian Moss,Telephone Booth,Male,Oceania,genius,167,1.0,0
John Farnham,I Can Do Anything,Male,Oceania,genius,158,0.9822485207100592,0
Dave Dobbyn,I Never Left You,Male,Oceania,genius,281,0.9728813559322034,0
Tim Finn,Big Wave Rider,Male,Oceania,genius,165,0.9885714285714284,0
Darren Hayes,Insatiable,Male,Oceania,genius,390,0.9950124688279302,0
Neil Finn,Anytime,Male,Oceania,genius,229,0.9626556016597512,0
Jon English,Hollywood Seven,Male,Oceania,genius,413,0.9881796690307328,0
Kylie Minogue,Physical,Female,Oceania,genius,317,0.9616519174041298,0
Bernard Fanning,Further Down The Road,Male,Oceania,genius,276,0.9566666666666668,0
Hayley Westenra,Bridal Ballad,Female,Oceania,genius,187,1.0,0
Peter Combe,Toffee Apple,Male,Oceania,genius,379,0.9252577319587628,0
Stu Larsen,Pocket Full Of Coins,Male,Oceania,genius,388,0.9716312056737588,0
Alison Wonderland,Games,Female,Oceania,genius,354,0.9434447300771208,0
Olivia Newton-John,Sam,Female,Oceania,genius,246,0.996031746031746,0
Guy Sebastian,All I Need Is You,Male,Oceania,genius,518,0.9944029850746268,0
Jimmy Barnes,No Second Prize,Male,Oceania,genius,270,0.9691780821917808,0
Andy Gibb,After Dark,Male,Oceania,genius,330,0.9457831325301204,0
Olivia Newton-John,Physical,Female,Oceania,genius,327,0.96011396011396,0
Olivia Newton-John,Hopelessly Devoted To You,Female,Oceania,genius,197,1.0,0
Olivia Newton-John,Heartbreaker,Female,Oceania,genius,216,0.9203539823008848,0
Olivia Newton-John,If Not For You,Female,Oceania,genius,181,0.9739583333333334,0
Olivia Newton-John,Sam,Female,Oceania,genius,246,0.996031746031746,0
Olivia Newton-John,Living In Harmony,Female,Oceania,genius,215,0.9518072289156626,0
Olivia Newton-John,Let Me Be There,Female,Oceania,genius,273,0.981203007518797,0
John Farnham,A Touch Of Paradise,Male,Oceania,genius,159,0.975609756097561,0
Rebecca St. James,Wait For Me,Female,Oceania,genius,327,0.9880239520958084,0
Olivia Newton-John,If You Love Me (Let Me Know),Female,Oceania,genius,249,1.0,0
Rebecca St. James,Wait For Me,Female,Oceania,genius,327,0.9880239520958084,0
Cody Simpson,IYiYi,Male,Oceania,genius,648,0.9287709497206704,0
Rebecca St. James,Wait For Me,Female,Oceania,genius,327,0.9880239520958084,0
Sam Sparro,Black And Gold,Male,Oceania,genius,393,0.9670588235294116,0
Hayley Westenra,Pokarekare Ana,Female,Oceania,genius,69,0.7101449275362319,1
Natalie Imbruglia,That Day,Female,Oceania,genius,496,0.9909255898366606,0
Kylie Minogue,Love At First Sight,Female,Oceania,genius,317,0.9750778816199376,0
Hayley Westenra,Both Sides Now,Female,Oceania,genius,237,0.9689922480620154,0
