song_title,artist,language,musical_genre,ethnicity,musical_subgenre,gender,lyric_length,needs_translation
Imperfect Circle,Jorja Smith,en,r&b,european,neo soul,female,400,0
Back to Me,Moonchild,en,r&b,north-american,neo soul,Group,275,0
Way Down We Go,KALEO,en,pop,european,electropop,Group,249,0
Spirit in the Sky,Norman Greenbaum,en,rock,north-american,album rock,male,414,0
Wait a Minute!,WILLOW,en,r&b,north-american,neo soul,female,316,0
Feelings,Lauv,en,pop,north-american,post-teen pop,male,600,0
Everybody's Changing,Keane,en,rock,european,permanent wave,Group,191,0
Say My Name,David Guetta,en,pop,european,dance pop,male,428,0
We The People,Colt Ford,en,rap,north-american,southern hip hop,male,343,0
Your Love,Alamid,en,rock,asian,classic rock,Group,150,0
Tattoos Together,Lauv,en,r&b,north-american,hip pop,male,592,0
Detroit Rock City,KISS,en,rock,north-american,classic rock,Group,311,0
Closer - R3hab Remix,The Chainsmokers,en,edm,north-american,pop edm,Group,384,0
Sober Thoughts - Chris McClenney Remix,GoldLink,en,r&b,north-american,neo soul,male,475,0
All I Ever Need,Austin Mahone,en,pop,north-american,post-teen pop,male,359,0
Wrong Side of da Tracks,Artifacts,en,rap,north-american,southern hip hop,Group,632,0
Come Undone,Duran Duran,en,rock,european,permanent wave,Group,267,0
GRoCERIES,Chance the Rapper,en,rap,north-american,hip hop,male,614,0
Just in Case,Jaheim,en,r&b,north-american,neo soul,male,215,0
Lay Low,Snoop Dogg,en,r&b,north-american,new jack swing,male,712,0
White Man - Remastered 2011,Queen,en,rock,european,album rock,Group,250,0
I Know What You Want (feat. Flipmode Squad),Busta Rhymes,en,rap,north-american,gangster rap,male,1738,0
Love Me,Justin Bieber,en,latin,north-american,latin hip hop,male,424,0
Shoulder Lean,Young Dro,en,rap,north-american,southern hip hop,male,383,0
State Of The World,Janet Jackson,en,r&b,north-american,new jack swing,female,299,0
Disappointment,The Cranberries,en,rock,european,album rock,Group,185,0
Strangers In The Wind,Cut Copy,en,pop,oceania,electropop,Group,183,0
Make Me Better,Fabolous,en,rap,north-american,hip hop,male,659,0
Here,Alessia Cara,en,r&b,north-american,neo soul,female,468,0
Shower Me With Your Love,Surface,en,r&b,asian,new jack swing,Group,231,0
I Like,Kut Klose,en,r&b,north-american,new jack swing,Group,387,0
Hit Me Off,New Edition,en,r&b,north-american,new jack swing,Group,418,0
Na Onda,Orochi,pt,rap,asian,trap,Group,355,1
Paisaje Japonés,Mon Laferte,es,latin,north-american,latin pop,female,154,1
Woman of the Ghetto - Akshin Alizadeh Remix,Marlena Shaw,en,r&b,north-american,neo soul,female,420,0
Stay My Baby,Miranda Cosgrove,en,pop,north-american,post-teen pop,female,325,0
Ready For Love,India.Arie,en,r&b,north-american,neo soul,female,212,0
Original (from Dolittle),Sia,en,r&b,oceania,hip pop,female,301,0
Stranger In My House,Ronnie Milsap,en,rock,north-american,hard rock,male,215,0
Silvertongue,Young the Giant,en,pop,north-american,indie poptimism,Group,484,0
Half Your Age,Joywave,en,pop,north-american,indie poptimism,Group,706,0
Glow Up,Meek Mill,en,rap,north-american,southern hip hop,male,670,0
Snatch,Bassjackers,en,edm,european,big room,Group,216,0
Monster,LUM!X,en,edm,european,big room,male,131,0
Locked Up,Akon,en,rap,african,hip hop,male,476,0
Doag,Great Minds,nl,rap,european,southern hip hop,Group,644,1
Underwater,Cody Simpson,en,pop,oceania,post-teen pop,male,389,0
A Little Respect (Remastered 2009),Erasure,en,pop,european,electropop,Group,222,0
CASH,BROCKHAMPTON,en,r&b,north-american,urban contemporary,Group,346,0
Best Friend,Brandy,en,r&b,north-american,new jack swing,female,712,0
365 - Zedd Remix,Zedd,en,edm,european,pop edm,male,399,0
Hardcore Vibes,Dune,en,pop,european,dance pop,Group,129,0
Tropic Love,Diviners,en,pop,european,electropop,Group,552,0
Big Scene,Diljit Dosanjh,et,rap,asian,hip hop,male,184,1
Bad Bitch,YG,en,rap,north-american,southern hip hop,male,368,0
No Way!,Bazzi,en,r&b,north-american,urban contemporary,male,225,0
Drive (feat. Ezra Carey),Myzica,en,pop,north-american,indie poptimism,Group,131,0
Adrenalize,In This Moment,en,rock,north-american,hard rock,Group,336,0
One Headlight,The Wallflowers,en,rock,north-american,permanent wave,Group,346,0
Cachondea,Fruko Y Sus Tesos,es,latin,latino,tropical,Group,287,1
Hit 'Em Up - Single Version,2Pac,en,rap,north-american,gangster rap,male,1175,0
"Front, Back & Side to Side",UGK,en,rap,north-american,southern hip hop,Group,712,0
Jump - 2004 Remaster,Van Halen,en,rock,north-american,hard rock,Group,173,0
Shots - Broiler Remix,Imagine Dragons,en,pop,north-american,electropop,Group,898,0
"My, My, My",Johnny Gill,en,r&b,north-american,urban contemporary,male,918,0
Whole Lotta Lovin' - LeMarquis Remix,Mustard,en,r&b,north-american,neo soul,male,478,0
Zebra,Beach House,en,pop,north-american,dance pop,Group,396,0
Lights & Thunder - Club Mix,Gareth Emery,en,edm,european,progressive electro house,male,153,0
How's This,HyunA,ko,edm,asian,pop edm,female,267,1
Stargazing,Kygo,en,pop,european,dance pop,male,975,0
I'll Be Here For You,Sick Individuals,en,edm,european,electro house,Group,151,0
Do You Mean (feat. Ty Dolla $ign & bülow),The Chainsmokers,en,r&b,north-american,urban contemporary,Group,451,0
Bad Medicine,Bon Jovi,en,rock,north-american,hard rock,Group,426,0
We're Blessed,Fred Hammond,en,r&b,north-american,urban contemporary,male,190,0
I Ain't Mad At Cha,2Pac,en,rap,north-american,gangster rap,male,1848,0
Porcelain,Skott,en,pop,european,indie poptimism,female,274,0
Lose My Mind (feat. Mr Gabriel),Jai Wolf,en,pop,north-american,indie poptimism,male,275,0
sugar honey ice & tea - Edit,Bring Me The Horizon,en,rock,european,hard rock,Group,373,0
The Look,Roxette,en,pop,european,electropop,Group,451,0
Back In the Saddle,Aerosmith,en,rock,north-american,classic rock,Group,180,0
No Guarantee - Remix Version,Chico DeBarge,en,r&b,north-american,new jack swing,male,227,0
Forgot About Dre,Dr. Dre,en,rap,north-american,gangster rap,male,930,0
Cojela Que Va Sin Jockey,Daddy Yankee,es,latin,north-american,reggaeton,male,576,1
One Too Many,FLETCHER,en,r&b,north-american,hip pop,female,372,0
Bota pra Tremer,Pedro Sampaio,pt,edm,latino,pop edm,male,220,1
Antes de Morirme,Miky Woodz,es,latin,north-american,latin hip hop,male,626,1
A Generation of the lost,Frozen Plasma,en,pop,european,electropop,Group,252,0
Smile - The Magician Remix,Gorgon City,en,latin,european,tropical,Group,212,0
"If You Can't Live Without Me, Why Aren't You Dead Yet?",Mayday Parade,en,pop,north-american,post-teen pop,Group,166,0
Peach Pit,Peach Pit,en,rock,north-american,permanent wave,Group,163,0
Muscle Car - Sander Kleinenberg's Pace Car Mix - Radio Edit,Mylo,en,edm,european,progressive electro house,male,204,0
Built for This (feat. Freddie Gibbs & Streetlife),Method Man,en,rap,north-american,gangster rap,male,769,0
Rebelde por Defecto,ToteKing,es,latin,european,latin hip hop,male,545,1
Perfect - Acoustic Version,Simple Plan,en,latin,north-american,latin pop,Group,306,0
Tiimmy Turner,Desiigner,en,pop,north-american,post-teen pop,male,715,0
Still Ballin (feat. Wiz Khalifa),Logic,en,rap,north-american,hip hop,male,708,0
Fireproof - Embody Remix,Coleman Hell,en,latin,north-american,tropical,male,259,0
The Seeker - Edit,The Who,en,rock,european,hard rock,Group,214,0
Atemlos,[:SITD:],de,pop,european,electropop,Group,153,1
Look What You've Done,Jet,en,rock,oceania,album rock,Group,202,0
How Long Will They Mourn Me?,Thug Life,en,rap,north-american,southern hip hop,Group,725,0
Ill Mind Of Hopsin 8,Hopsin,en,r&b,north-american,urban contemporary,male,1289,0
Mercy,Shawn Mendes,en,pop,north-american,electropop,male,315,0
Recuerdos,Kelmitt,es,rap,north-american,trap,male,514,1
Can I Change My Mind,Tyrone Davis,en,rap,north-american,southern hip hop,male,201,0
Anywhere,112,en,r&b,north-american,new jack swing,Group,367,0
Panini,Lil Nas X,en,pop,north-american,post-teen pop,male,223,0
Mi Gente,J Balvin,es,latin,latino,latin hip hop,male,280,1
TIME,Alesso,en,pop,european,dance pop,male,182,0
Drivin',Mr. Probz,en,r&b,european,urban contemporary,male,225,0
Dance With The Devil,Breaking Benjamin,en,rock,north-american,hard rock,Group,183,0
Solo Dance,Martin Jensen,en,latin,european,tropical,male,216,0
The Search Is Over,Survivor,en,rock,north-american,album rock,Group,282,0
Yo No Soy Tu Marido,Nicky Jam,es,latin,north-american,reggaeton,male,321,1
Always The Sun - Sunny Side Up Mix,The Stranglers,en,pop,european,electropop,Group,255,0
Better Than Me,Hinder,en,rock,north-american,permanent wave,Group,306,0
Two 1 Two,Kiddo Toto,es,rap,latino,trap,male,424,1
Most Girls,Hailee Steinfeld,en,pop,north-american,post-teen pop,female,1383,0
Really Really,Kevin Gates,en,rap,north-american,southern hip hop,male,612,0
Nothing Else Matters,Metallica,en,rock,north-american,classic rock,Group,225,0
Freaky Friday (feat. Chris Brown),Lil Dicky,en,rap,north-american,hip hop,male,1248,0
We Are The Champions,Queen,en,rock,european,album rock,Group,209,0
Black Or White,Michael Jackson,en,r&b,north-american,new jack swing,male,366,0
Tonight's the Night (Gonna Be Alright) - 2009 Remaster,Rod Stewart,en,rock,european,classic rock,male,162,0
I Shot The Sheriff,Eric Clapton,en,rock,european,classic rock,male,191,0
In Case You Didn't Know,Brett Young,en,latin,north-american,latin hip hop,male,271,0
Dani California,Red Hot Chili Peppers,en,rock,north-american,permanent wave,Group,293,0
Love Will Keep Us Together,Captain & Tennille,en,rock,north-american,classic rock,Group,224,0
Kick Ass,Egypt Central,en,rock,north-american,hard rock,Group,344,0
We'll Be Ok,Afrojack,en,edm,european,progressive electro house,male,282,0
Welcome to My Life,Simple Plan,en,rock,north-american,album rock,Group,450,0
Holding On - Pomo Remix,Disclosure,en,r&b,european,neo soul,Group,441,0
Nur ein Dieb,Veysel,de,rap,european,hip hop,male,385,1
Murder Man,Pastor Troy,en,rap,north-american,southern hip hop,male,436,0
I Own You,Mick Flannery,en,rock,european,classic rock,male,364,0
I Believe,Simian Mobile Disco,en,pop,european,electropop,Group,231,0
Grace,Jeff Buckley,en,rock,north-american,permanent wave,male,194,0
Wave Goodbye (feat. Jeffrey Jey),Robin Schulz,en,latin,european,tropical,male,234,0
MIA (feat. Drake),Bad Bunny,es,rap,north-american,trap,male,1566,1
Catch & Release - Deepend Remix,Matt Simons,en,pop,north-american,electropop,male,634,0
Chasing Cars,Snow Patrol,en,rock,european,permanent wave,Group,203,0
Tonight's The Night,Blackstreet,en,r&b,north-american,new jack swing,Group,338,0
Let's Get Rocked,Def Leppard,en,rock,european,album rock,Group,557,0
Who Do You Love,The Chainsmokers,en,pop,north-american,dance pop,Group,1620,0
Panama,Van Halen,en,rock,north-american,classic rock,Group,314,0
Potential Breakup Song,Aly & AJ,en,pop,north-american,post-teen pop,Group,393,0
Let's Chill,Guy,en,r&b,north-american,new jack swing,Group,381,0
Come Sail Away,Styx,en,rock,north-american,classic rock,Group,292,0
Wishful Thinking,China Crisis,en,rock,european,permanent wave,Group,147,0
Wasted (feat. Plies),Gucci Mane,en,rap,north-american,hip hop,male,614,0
Dreams - Live,Van Halen,en,rock,north-american,classic rock,Group,226,0
Ya Mama,The Pharcyde,en,r&b,north-american,hip pop,Group,904,0
I Just Want You,Caleb Hawley,en,r&b,north-american,neo soul,male,199,0
Guts,All Time Low,en,pop,north-american,post-teen pop,Group,273,0
Too Good,Drake,en,pop,north-american,electropop,male,1641,0
Lean On (feat. MØ & DJ Snake) - CRNKN Remix,Major Lazer,en,rap,latino,trap,Group,294,0
Heaven's On Fire,KISS,en,rock,north-american,hard rock,Group,283,0
Heebiejeebies,Aminé,en,rap,north-american,hip hop,male,482,0
Genie In a Bottle,Christina Aguilera,en,pop,north-american,post-teen pop,female,526,0
Wrong Side of Heaven,Five Finger Death Punch,en,rock,north-american,hard rock,Group,265,0
Vulnerable,Selena Gomez,en,r&b,north-american,hip pop,female,414,0
I Want Your Love,Dez Money,en,rock,north-american,classic rock,male,344,0
Full Circle,Five Finger Death Punch,en,rock,north-american,hard rock,Group,333,0
Thug Motivation 101,Jeezy,en,rap,north-american,gangster rap,male,429,0
Pale Blue Eyes,The Velvet Underground,en,rock,north-american,permanent wave,Group,207,0
Happy Man,Jungle,en,pop,european,indie poptimism,Group,269,0
De Noche Todos los Gatos Son Pardos,Caifanes,es,rock,north-american,album rock,Group,136,1
Crazy Dream,Tom Misch,en,r&b,european,neo soul,male,320,0
Reapers,Muse,en,rock,european,permanent wave,Group,347,0
Take Care,Drake,en,r&b,north-american,urban contemporary,male,475,0
Raise Your Hands,Ummet Ozcan,en,edm,european,big room,male,172,0
Beauty,Dru Hill,en,r&b,north-american,urban contemporary,Group,752,0
House of the Rising Drum,Delinquent Habits,en,latin,north-american,latin hip hop,Group,391,0
Sexy Bitch (feat. Akon),David Guetta,en,pop,european,post-teen pop,male,338,0
Ego - Radio Edit,Willy William,fr,rap,european,southern hip hop,male,211,1
Bridges,Broods,en,pop,oceania,indie poptimism,Group,243,0
Can't We Try (Duet with Collage) - Original Radio Version,Rockell,en,latin,north-american,latin hip hop,female,400,0
Heaven's On Fire,KISS,en,rock,north-american,classic rock,Group,566,0
Te Recordaré Bailando,Don Omar,es,latin,north-american,reggaeton,male,371,1
All That She Wants - Remastered,Ace of Base,en,pop,european,dance pop,Group,506,0
The Violence,Rise Against,en,rock,north-american,hard rock,Group,356,0
The Pleasure Principle - Edit,Janet Jackson,en,r&b,north-american,new jack swing,female,383,0
Pump Up the Jam,Technotronic,en,pop,european,dance pop,Group,575,0
Not Alone,Brian McKnight,en,r&b,north-american,urban contemporary,male,227,0
A Dream Away - Remastered,The Cars,en,pop,north-american,electropop,Group,148,0
All I See - Pomo Remix,Bondax,en,r&b,european,neo soul,Group,446,0
Outta Control,50 Cent,en,rap,north-american,gangster rap,male,526,0
Neon,Frida Sundemo,en,pop,european,indie poptimism,female,192,0
Disco Inferno,50 Cent,en,rap,north-american,gangster rap,male,598,0
Alone,Marshmello,en,pop,north-american,electropop,male,488,0
Run To Me,Double You,en,pop,european,dance pop,Group,202,0
Denial,Sevendust,en,rock,north-american,hard rock,Group,180,0
Love Is Mystical,Cold War Kids,en,pop,north-american,indie poptimism,Group,321,0
Never Be Like You,Flume,en,rap,oceania,trap,male,371,0
Let's Chill,Guy,en,r&b,north-american,urban contemporary,Group,762,0
Forget What I Said,Noora Noor,en,r&b,european,neo soul,female,144,0
Killer,Van Der Graaf Generator,en,rock,european,album rock,Group,239,0
Nakamarra (feat. Q-Tip),Hiatus Kaiyote,en,r&b,oceania,neo soul,Group,321,0
One Dance,Drake,en,pop,north-american,electropop,male,1592,0
Safe,Daya,en,pop,north-american,post-teen pop,female,414,0
Gorgeous,Taylor Swift,en,pop,north-american,post-teen pop,female,381,0
All I Need,Dirty South,en,edm,oceania,progressive electro house,male,142,0
Grazed by Heaven,Uriah Heep,en,rock,european,classic rock,Group,192,0
Cornflake Girl,Tori Amos,en,rock,north-american,permanent wave,female,321,0
Cosas Ricas,Yera,es,latin,latino,reggaeton,male,468,1
Life in the Balance,The Four Owls,en,r&b,european,neo soul,Group,787,0
Umsatzfixiert,Capital Bra,de,rap,european,gangster rap,male,373,1
18 And Life,Skid Row,en,rock,north-american,classic rock,Group,614,0
Who Needs Love,Trippie Redd,en,rap,north-american,gangster rap,male,376,0
You - Tom Staar Remix,Galantis,en,edm,european,electro house,Group,298,0
Diamonds,Tritonal,en,edm,north-american,big room,Group,290,0
chateau,blackbear,en,pop,north-american,electropop,male,479,0
Hay Amores,Shakira,es,r&b,latino,urban contemporary,female,193,1
I Know You Want Me (Calle Ocho),Pitbull,en,pop,north-american,post-teen pop,male,647,0
Layers,HAKUNA,en,latin,european,tropical,Group,169,0
Sassy,Rapsody,en,rap,north-american,southern hip hop,female,479,0
Give It To Me Baby,Rick James,en,r&b,north-american,urban contemporary,male,493,0
Jet - Remastered 2010,Paul McCartney,en,rock,european,album rock,male,430,0
Hurt You,The Weeknd,en,r&b,north-american,urban contemporary,male,289,0
Y Si Te Digo - Version Merengue,Fanny Lu,es,latin,latino,latin pop,female,309,1
Only God Can Judge Me,2Pac,en,rap,north-american,gangster rap,male,941,0
Lovergirl,Teena Marie,en,r&b,north-american,urban contemporary,female,804,0
High,James Blunt,en,rock,european,album rock,male,168,0
Rock Bottom - 2007 Remastered Version,UFO,en,rock,european,classic rock,Group,145,0
Gang,Lil Reese,en,rap,north-american,southern hip hop,male,329,0
Hear Me Calling,Juice WRLD,en,rap,north-american,trap,male,421,0
Koprolalie,Agonoize,de,pop,european,electropop,Group,193,1
Help Me,Dave Hollister,en,r&b,north-american,urban contemporary,male,494,0
Turbococco,Ghali,it,r&b,european,hip pop,male,291,1
In Love With You,Erykah Badu,en,r&b,north-american,neo soul,female,481,0
You Ain't a Killer,Big Pun,en,rap,north-american,gangster rap,male,909,0
Hyde,Astrid S,en,pop,european,indie poptimism,female,204,0
Is This Love - Montmartre Remix,Bob Marley & The Wailers,en,pop,latino,indie poptimism,Group,310,0
Absolute Zero,Stone Sour,en,rock,north-american,hard rock,Group,308,0
