song_title,artist,musical_genre,lyric_length,needs_translation,continent,gender,source
Dilemme,Lous and The Yakuza,r&b,504,1,Europe,Female,spotify
Stone Rollin',Raphael Saadiq,r&b,260,0,North America,Male,spotify
Querido Amigo,Paulo Londra,rap,443,1,Latin America,Male,spotify
"Danger Zone - From ""Top Gun"" Original Soundtrack",Kenny Loggins,rock,153,0,North America,Male,spotify
Godspeed,Frank Ocean,r&b,175,0,North America,Male,spotify
Moves,Big Sean,rap,539,0,North America,Male,spotify
Chemicals,Dean Lewis,r&b,274,0,Oceania,Male,spotify
Favela,MC Cabelinho,rap,376,1,Latin America,Male,spotify
Vallenato Apretao,Silvestre Dangond,latin,526,1,Latin America,Male,spotify
Friend Of Mine - Remix,Kelly Price,r&b,492,0,North America,Female,spotify
Clicc Clacc,NLE Choppa,edm,355,0,North America,Male,spotify
Vladimir Putin,Capital Bra,rap,484,1,Europe,Male,spotify
Tua Per Sempre,Elisa,r&b,249,1,Europe,Female,spotify
Growing Pains - Alphalove Remix,Alessia Cara,edm,438,0,North America,Female,spotify
Si Estuviésemos Juntos,Bad Bunny,rap,530,1,North America,Male,spotify
Famous Hoes,NLE Choppa,rap,413,0,North America,Male,spotify
Solo,Frank Ocean,r&b,380,0,North America,Male,spotify
Dead Man Walking (feat. Future),2 Chainz,rap,393,0,North America,Male,spotify
Insecure,Jazmine Sullivan,r&b,468,0,North America,Female,spotify
Reply (feat. Lil Uzi Vert),A Boogie Wit da Hoodie,rap,1206,0,North America,Male,spotify
Tell Me Why,Alok,edm,252,0,Latin America,Male,spotify
New Level REMIX,A$AP Ferg,rap,910,0,North America,Male,spotify
6AM.........,Dardan,rap,371,1,Europe,Male,spotify
The Christmas Song,Chaka Khan,r&b,114,0,North America,Female,spotify
Super Freak,Ricky Skaggs,r&b,346,0,North America,Male,spotify
Wszystko co mam,Otsochodzi,rap,374,1,Europe,Male,spotify
Came For The Low,ZHU,edm,538,0,North America,Male,spotify
Sensitivity (Ralph's Rap),Ralph Tresvant,r&b,505,0,North America,Male,spotify
Dreaming,Dynoro,edm,361,0,Europe,Male,spotify
Isis,Joyner Lucas,rap,974,0,North America,Male,spotify
Destination Calabria (Edit),Alex Gaudino,edm,226,0,Europe,Male,spotify
Recognise,Lost Frequencies,pop,285,0,Europe,Male,spotify
I Warned Myself,Charlie Puth,pop,618,0,North America,Male,spotify
Lens,Frank Ocean,r&b,742,0,North America,Male,spotify
Expectations,Arrested Youth,rock,770,0,North America,Male,spotify
She Don't Like The Lights - Acoustic Version,Justin Bieber,edm,373,0,North America,Male,spotify
Maker Of Love,Boney James,r&b,428,0,North America,Male,spotify
Contra La Pared,Sean Paul,latin,1863,1,Latin America,Male,spotify
Fight Song,Rachel Platten,pop,328,0,North America,Female,spotify
Fish (feat. Raekwon & Cappadonna),Ghostface Killah,rap,464,0,North America,Male,spotify
Vete,Biig Piig,r&b,223,0,Europe,Female,spotify
Locket,Kilo Kish,r&b,212,0,North America,Female,spotify
Impreza,Sobel,rap,265,1,Europe,Male,spotify
Drop To The Floor,Hardwell,edm,608,0,Europe,Male,spotify
Heaven Is a Place on Earth,Belinda Carlisle,pop,312,0,North America,Female,spotify
I Know U,Dyro,edm,120,0,Europe,Male,spotify
Aventura,Lunay,rap,2536,1,North America,Male,spotify
Picture Me Rollin',2Pac,rap,834,0,North America,Male,spotify
Como el Agua,Lianna,r&b,137,1,Latin America,Female,spotify
Punto y Aparte,Tego Calderon,latin,624,1,North America,Male,spotify
Scared To Be Lonely - Brooks Remix,Martin Garrix,edm,624,0,Europe,Male,spotify
Girlfriend - Single Version,Pebbles,r&b,412,0,North America,Female,spotify
Hangover,Dynoro,edm,486,0,Europe,Male,spotify
Fast Car - Club Mix,Jonas Blue,edm,428,0,Europe,Male,spotify
Heaven - MTV Unplugged Version,Bryan Adams,latin,279,0,North America,Male,spotify
Kemba Walker,Eladio Carrion,rap,686,1,North America,Male,spotify
Bandolero,Jamaika,rap,229,1,Europe,Male,spotify
Unlove You (feat. Ne-Yo) - Club Mix,Armin van Buuren,edm,310,0,Europe,Male,spotify
All This Love,Alesso,edm,258,0,Europe,Male,spotify
I Wanna Know - Alesso & Deniz Koyu Remix,Alesso,pop,336,0,Europe,Male,spotify
This Christmas,Donny Hathaway,r&b,160,0,North America,Male,spotify
Every Time the Sun Comes Up,Sharon Van Etten,pop,280,0,North America,Female,spotify
Huerfano De Amor,Don Omar,latin,564,1,North America,Male,spotify
Wicked Game,Chris Isaak,pop,293,0,North America,Male,spotify
Vuelta a la Luna - Remix,Ysy A,rap,482,1,Latin America,Male,spotify
Huvudet I Sanden (feat. Adam Tensta,Familjen,edm,135,1,Europe,Male,spotify
X,Nicky Jam,latin,1324,1,North America,Male,spotify
Ladders,Mac Miller,r&b,556,0,North America,Male,spotify
CAN'T GET OVER YOU (feat. Clams Casino),Joji,pop,165,0,North America,Male,spotify
Good Drank,2 Chainz,rap,550,0,North America,Male,spotify
Driving Ms Daisy,Logic,rap,729,0,North America,Male,spotify
"My Moment (feat. 2 Chainz, Meek Mill and Jeremih)",DJ Drama,rap,451,0,North America,Male,spotify
Don't Be Cruel,Bobby Brown,r&b,512,0,North America,Male,spotify
Get What You Give,Felix Cartal,pop,305,0,North America,Male,spotify
Let's Get It Started,MC Hammer,rap,401,0,North America,Male,spotify
Bust Down Deux,Trippie Redd,rap,455,0,North America,Male,spotify
Manuela,Sharlene,latin,447,1,Latin America,Female,spotify
Don't Mess With My Man (feat. Brian Casey & Brandon Casey),Nivea,r&b,667,0,North America,Female,spotify
Wouldn't Get Far,The Game,rap,809,0,North America,Male,spotify
Tough (feat. Noah Kahan),Quinn XCII,pop,347,0,North America,Male,spotify
Die Echten,Capital Bra,rap,409,1,Europe,Male,spotify
Candy,VillaBanks,rap,399,1,Europe,Male,spotify
Wishing Well,Sam Feldt,latin,264,0,Europe,Male,spotify
2U (feat. Justin Bieber),David Guetta,pop,258,0,Europe,Male,spotify
Valerie,Steve Winwood,rock,216,0,Europe,Male,spotify
Verkauft,RAF Camora,rap,287,1,Europe,Male,spotify
Issues - Alan Walker Remix,Julia Michaels,edm,380,0,North America,Female,spotify
Hotel Room,Lauren Sanderson,pop,335,0,North America,Female,spotify
I Know You Know,Esperanza Spalding,r&b,377,0,North America,Female,spotify
Get A Move On!,Mr. Scruff,edm,173,0,Europe,Male,spotify
Backseat Freestyle,Kendrick Lamar,rap,577,0,North America,Male,spotify
Lalu,Omy de Oro,rap,561,1,North America,Male,spotify
Cry For You (Spencer & Hill remix),September,edm,409,0,Europe,Female,spotify
Like a Rolling Stone,Bob Dylan,rock,820,0,North America,Male,spotify
Better Now,Post Malone,latin,515,0,North America,Male,spotify
Keep Going,Syn Cole,edm,164,0,Europe,Male,spotify
Words Get in the Way,Gloria Estefan,latin,228,0,North America,Female,spotify
Deliciously Down,Cree Summer,r&b,203,0,North America,Female,spotify
A Change Is Gonna Come,Leela James,r&b,168,0,North America,Female,spotify
Imposible,Luis Fonsi,latin,864,1,North America,Male,spotify
I Don't Need No Help - Glokknine Remix,NLE Choppa,rap,394,0,North America,Male,spotify
S/O naar de...,Bizzey,latin,441,1,Europe,Male,spotify
Cocaine,Pink Sweat$,r&b,144,0,North America,Male,spotify
Crush,Duckwrth,rap,376,0,North America,Male,spotify
Silence - Tiësto's Big Room Remix,Marshmello,edm,508,0,North America,Male,spotify
Say My Name,William Singe,r&b,465,0,Oceania,Male,spotify
Family Affair,Mary J. Blige,r&b,707,0,North America,Female,spotify
Got My Mind Made Up,2Pac,rap,966,0,North America,Male,spotify
No Erasin',Steve Perry,rock,238,0,North America,Male,spotify
Ha,Juvenile,rap,1598,0,North America,Male,spotify
Pompen,Kraantje Pappie,pop,335,1,Europe,Male,spotify
Gangsta Music,Jeezy,rap,589,0,North America,Male,spotify
Burn (feat. Big Sean),Meek Mill,rap,766,0,North America,Male,spotify
There's Nothing Holdin' Me Back,Shawn Mendes,pop,343,0,North America,Male,spotify
Whistle,Flo Rida,pop,1560,0,North America,Male,spotify
Superwoman,Karyn White,r&b,556,0,North America,Female,spotify
Land of the Free,Joey Bada$$,r&b,721,0,North America,Male,spotify
"Heartbroken, In Disrepair",Dan Auerbach,rap,182,0,North America,Male,spotify
Ella Me Levanto,Daddy Yankee,latin,394,1,North America,Male,spotify
New Light,John Mayer,pop,692,0,North America,Male,spotify
Llamado de Emergencia,Daddy Yankee,latin,376,1,North America,Male,spotify
My Chick Bad,Ludacris,rap,1394,0,North America,Male,spotify
Remember the Rain,Kadhja Bonet,r&b,251,0,North America,Female,spotify
Your Dog,Soccer Mommy,pop,374,0,North America,Female,spotify
At Seventeen,Janis Ian,rock,544,0,North America,Female,spotify
Thief,Ansel Elgort,pop,431,0,North America,Male,spotify
Rayonnons,Jarod,r&b,811,1,Europe,Male,spotify
Anything for You,Gloria Estefan,latin,260,0,North America,Female,spotify
Running Out - Samuraii Remix,Matoma,latin,190,0,Europe,Male,spotify
Like Home - Radio Edit,Nicky Romero,edm,118,0,Europe,Male,spotify
I Luh God (feat. Big Shizz),Erica Campbell,r&b,303,0,North America,Female,spotify
Speed It Up,Gunna,r&b,296,0,North America,Male,spotify
On The Floor,Jennifer Lopez,pop,749,0,North America,Female,spotify
Get Away,Bobby Brown,r&b,535,0,North America,Male,spotify
Sober,Mahalia,r&b,898,0,Europe,Female,spotify
So Into You,Tamia,r&b,315,0,North America,Female,spotify
Goodbye Girl,David Gates,rock,183,0,North America,Male,spotify
Si por mi fuera,Beret,latin,524,1,Europe,Male,spotify
The Other - DallasK Remix,Lauv,latin,287,0,North America,Male,spotify
Fashion Girl,Jadiel,latin,346,1,North America,Male,spotify
Cambio,Ozuna,rap,1051,1,North America,Male,spotify
Swim Good,Frank Ocean,r&b,283,0,North America,Male,spotify
Um Pedido,Hungria Hip Hop,rap,317,1,Latin America,Male,spotify
Krispy - Dirty,Kia Shine,rap,586,0,North America,Male,spotify
Timber (feat. Ke$ha),Pitbull,pop,2060,0,North America,Male,spotify
Contento,Shelow Shaq,latin,242,1,Latin America,Male,spotify
"Twisted (feat. Juicy J, Logic & A$AP Rocky)",French Montana,r&b,831,0,North America,Male,spotify
No One - Jonas Blue Remix,Jess Glynne,pop,363,0,Europe,Female,spotify
iSpy (feat. Kodak Black),KYLE,rap,757,0,North America,Male,spotify
It's Oh So Quiet,Björk,rock,222,0,Europe,Female,spotify
Someone,El DeBarge,r&b,137,0,North America,Male,spotify
Somebody Dance with Me,DJ Bobo,pop,490,0,Europe,Male,spotify
Nice To Meet Ya,Niall Horan,pop,864,0,Europe,Male,spotify
MALA SANTA,Becky G,latin,303,1,North America,Female,spotify
1998 (mam to we krwi),Bedoes,rap,622,1,Europe,Male,spotify
Confidently Lost,Sabrina Claudio,r&b,292,0,North America,Female,spotify
Adore You,Maisie Peters,pop,382,0,Europe,Female,spotify
Uptown Girl,Billy Joel,pop,202,0,North America,Male,spotify
Gangster Trippin,Fatboy Slim,rap,1092,0,Europe,Male,spotify
Dear Future Husband,Meghan Trainor,pop,756,0,North America,Female,spotify
Deadroses,blackbear,pop,338,0,North America,Male,spotify
Free Youngboy,NLE Choppa,rap,551,0,North America,Male,spotify
NIENTE,Giaime,rap,296,1,Europe,Male,spotify
Another Love - Dimitri Vangelis & Wyman Remix,Tom Odell,pop,608,0,Europe,Male,spotify
Shot Down,DMX,rap,766,0,North America,Male,spotify
We Didn't Start the Fire,Billy Joel,rock,559,0,North America,Male,spotify
Odessa,Caribou,pop,906,0,North America,Male,spotify
Crown of Thorns,Raekwon,rap,457,0,North America,Male,spotify
Work,MOTi,pop,376,0,Europe,Male,spotify
Something In Common,Whitney Houston,r&b,225,0,North America,Female,spotify
Paradise (feat. KStewart),Matoma,edm,461,0,Europe,Male,spotify
Jealous Guy - Remastered 2010,John Lennon,rock,183,0,Europe,Male,spotify
Falling,Alesso,edm,285,0,Europe,Male,spotify
Fireflies,Owl City,pop,626,0,North America,Male,spotify
D'estate non vale (feat. Ana Mena),Fred De Palma,latin,322,1,Europe,Male,spotify
Uncle Albert/Admiral Halsey,Paul McCartney,rock,236,0,Europe,Male,spotify
I Feel It Coming,The Weeknd,pop,1088,0,North America,Male,spotify
After Life (feat. Stacy Barthe),Tchami,edm,114,0,Europe,Male,spotify
Recuerdo,TINI,latin,1012,1,Latin America,Female,spotify
Dontchange - Album Version (Edited),Musiq Soulchild,r&b,445,0,North America,Male,spotify
Revolt,Malaa,edm,240,0,Europe,Male,spotify
Photosynthesis,Saba,r&b,586,0,North America,Male,spotify
Shower,Becky G,pop,467,0,North America,Female,spotify
Pretty (feat. Jonwayne),Dabrye,r&b,420,0,North America,Male,spotify
Wish I Didn't Miss You,Angie Stone,r&b,353,0,North America,Female,spotify
Brains,Jam Baxter,r&b,518,0,Europe,Male,spotify
Nuestro Amor Es Asi,Magnate,latin,244,1,North America,Male,spotify
Where We Belong,Fedde Le Grand,edm,190,0,Europe,Male,spotify
Same Old Song,The Weeknd,r&b,271,0,North America,Male,spotify
Don't Wanna Love You,Shanice,r&b,655,0,North America,Female,spotify
Recuerdos,Juhn,latin,519,1,North America,Male,spotify
Say So,Doja Cat,latin,2285,0,North America,Female,spotify
Show & Tell (feat. Future),Burna Boy,r&b,514,0,Africa,Male,spotify
Rebota - Remix,Guaynaa,pop,1731,1,North America,Male,spotify
Man With The Bag,Jessie J,r&b,248,0,Europe,Female,spotify
Te Adoraré,Ricardo Montaner,latin,182,1,Latin America,Male,spotify
Whole Wide World,Bahamas,r&b,234,0,North America,Male,spotify
Bussin Out Da Bag,Tyga,rap,692,0,North America,Male,spotify
44 More,Logic,rap,671,0,North America,Male,spotify
Take Me Away (feat. Syd),Daniel Caesar,r&b,494,0,North America,Male,spotify
Atmosphere,Kaskade,pop,216,0,North America,Male,spotify
I Wanna Go,Summer Heart,edm,204,0,Europe,Male,spotify
Fogo,Lourena,r&b,310,1,Latin America,Female,spotify
We Are Golden - Calvin Harris Remix,MIKA,edm,427,0,Europe,Male,spotify
Mi Persona Favorita,Alejandro Sanz,latin,339,1,Europe,Male,spotify
Scared to Be Lonely,Martin Garrix,pop,936,0,Europe,Male,spotify
The Power,Duke Dumont,edm,214,0,Europe,Male,spotify
You Got Me High - Original Version,Calvin Richardson,r&b,314,0,North America,Male,spotify
PASS OUT (feat. 21 Savage),Quavo,rap,685,0,North America,Male,spotify
SAD!,XXXTENTACION,rap,867,0,North America,Male,spotify
HIGHEST IN THE ROOM,Travis Scott,pop,2718,0,North America,Male,spotify
Somebody To Love,Kacey Musgraves,pop,269,0,North America,Female,spotify
Cross Me (feat. Chance the Rapper & PnB Rock) - M-22 Remix,Ed Sheeran,pop,725,0,Europe,Male,spotify
Ciao Adios,Anne-Marie,pop,490,0,Europe,Female,spotify
Family Reunion,Jill Scott,r&b,346,0,North America,Female,spotify
Chains - Remix,Nick Jonas,edm,329,0,North America,Male,spotify
Voodoo Song - Radio Edit,Willy William,pop,450,1,Europe,Male,spotify
Tamo Loco,Ysy A,rap,466,1,Latin America,Male,spotify
SOS - Laidback Luke Tribute Remix / Radio Edit,Avicii,pop,258,0,Europe,Male,spotify
until,Musiq Soulchild,r&b,382,0,North America,Male,spotify
Wrong,Luh Kel,r&b,377,0,North America,Male,spotify
Home (feat. Nico Santos) - B-Case Radio Remix,Topic,edm,216,0,Europe,Male,spotify
Be Alright,Dean Lewis,r&b,376,0,Oceania,Male,spotify
It Ain't Me (with Selena Gomez),Kygo,pop,344,0,Europe,Male,spotify
One Touch,Jess Glynne,pop,402,0,Europe,Female,spotify
Only One - Brookes Brothers Remix,Sigala,pop,287,0,Europe,Male,spotify
Impulso (feat. Funky),Evan Craft,latin,289,1,North America,Male,spotify
Again,Fetty Wap,rap,1558,0,North America,Male,spotify
06:00:00,J Balvin,latin,458,1,Latin America,Male,spotify
Raising Hell (feat. Big Freedia),Kesha,r&b,448,0,North America,Female,spotify
Now I Feel Ya,Scarface,rap,1237,0,North America,Male,spotify
Don't Waste My Time (feat. Ella Mai),Usher,latin,1888,0,North America,Male,spotify
Kodachrome,Paul Simon,rock,240,0,North America,Male,spotify
Horizon,Seven Lions,edm,139,0,North America,Male,spotify
Slow Mo 3,Leozin,rap,368,1,Latin America,Male,spotify
"Cruise - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",Kygo,latin,148,0,Europe,Male,spotify
Stone,Agnes Obel,pop,175,0,Europe,Female,spotify
Que Le De - Remix,Rauw Alejandro,latin,566,1,North America,Male,spotify
La Fuerza Del Destino,Fey,pop,254,1,North America,Female,spotify
Liquor Locker,Vic Mensa,pop,663,0,North America,Male,spotify
Conteo - Remastered 2016,Don Omar,latin,434,1,North America,Male,spotify
Underdog,Alicia Keys,latin,2060,0,North America,Female,spotify
So Seductive,Tony Yayo,rap,560,0,North America,Male,spotify
6 Minutes (feat. Lil' Wayne & Fabolous),Cassidy,rap,1251,0,North America,Male,spotify
Dark Red,Steve Lacy,r&b,251,0,North America,Male,spotify
Love and War,Tamar Braxton,r&b,356,0,North America,Female,spotify
The Court of the Crimson King,Steve Hackett,rock,182,0,Europe,Male,spotify
Like I Used To,Tinashe,r&b,408,0,North America,Female,spotify
Numb,Carlie Hanson,pop,365,0,North America,Female,spotify
Fanfare (feat. Guè Pequeno),Elettra Lamborghini,r&b,332,1,Europe,Female,spotify
Ye,Burna Boy,r&b,532,0,Africa,Male,spotify
Humpin' Around - Radio Edit,Bobby Brown,r&b,335,0,North America,Male,spotify
TORBA,Young Multi,rap,514,1,Europe,Male,spotify
Lost Ones,J. Cole,rap,854,0,North America,Male,spotify
Forever,NLE Choppa,r&b,602,0,North America,Male,spotify
Running To You,Deitrick Haddon,r&b,323,0,North America,Male,spotify
Carry Me (feat. Julia Michaels),Kygo,latin,390,0,Europe,Male,spotify
Aunque Ya No Estés,MC Davo,rap,389,1,North America,Male,spotify
Stepping Stone,Duffy,r&b,276,0,Europe,Female,spotify
Move You,Kelly Clarkson,r&b,271,0,North America,Female,spotify
Downtown,Anitta,latin,442,1,Latin America,Female,spotify
Eternity,Master P,rap,611,0,North America,Male,spotify
Hustler's Ambition,50 Cent,rap,713,0,North America,Male,spotify
Smoke,50 Cent,rap,733,0,North America,Male,spotify
All The Stars (with SZA),Kendrick Lamar,r&b,483,0,North America,Male,spotify
Por Ley,Anuel AA,rap,516,1,North America,Male,spotify
"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,rock,381,0,Europe,Male,spotify
Give U My Heart (feat. Toni Braxton) - Album Radio Edit,Babyface,r&b,262,0,North America,Male,spotify
MIA,Bad Bunny,latin,1044,1,North America,Male,spotify
Reality (feat. Janieck Devy) - Radio Edit,Lost Frequencies,pop,212,0,Europe,Male,spotify
Burn Down The Mission,Elton John,rock,250,0,Europe,Male,spotify
Hello It's Me,Todd Rundgren,rock,277,0,North America,Male,spotify
Tired - Steerner & Tobu Remix,Alan Walker,edm,329,0,Europe,Male,spotify
Still Crazy After All These Years,Paul Simon,rock,158,0,North America,Male,spotify
My Way,Ava Max,pop,281,0,North America,Female,spotify
Thinking 'Bout You,Dua Lipa,r&b,225,0,Europe,Female,spotify
With Or Without You,Maddix,edm,148,0,Europe,Male,spotify
"It's All About the Benjamins (feat. The Notorious B.I.G., Lil' Kim & The Lox) - Remix",Diddy,rap,411,0,North America,Male,spotify
Remember,Seinabo Sey,r&b,344,0,Europe,Female,spotify
Mister Dardy,Dardan,rap,529,1,Europe,Male,spotify
Keep Ya Head Up,2Pac,r&b,856,0,North America,Male,spotify
Ayer La Vi,Don Omar,latin,366,1,North America,Male,spotify
Hollow,Barns Courtney,rock,312,0,Europe,Male,spotify
Lost At Sea,Zedd,edm,269,0,Europe,Male,spotify
Shhh,Tevin Campbell,r&b,410,0,North America,Male,spotify
