song_title,artist,continent,gender,source,original_index,musical_genre,needs_translation,lyrics_length
Boomerang,Lalo Ebratt,south america,male,spotify,462,latin,1,476
Robarte un Beso,Carlos Vives,south america,male,spotify,466,latin,1,1308
Bonita,Cabas,south america,male,spotify,473,latin,1,236
Como Le Gusta a Tu Cuerpo (feat. Michel Teló),Carlos Vives,south america,male,spotify,494,latin,1,287
Asi Yo Soy,Zaturno,south america,male,spotify,496,latin,1,285
Dispuesto (feat. Ozuna),Maluma,south america,male,spotify,552,rap,1,466
Mad Love - Cheat Codes Remix,Sean Paul,south america,male,spotify,575,edm,0,610
Te Doy Mi Vida,Lucas Arnau,south america,male,spotify,578,latin,1,257
Até o céu,Anitta,south america,female,spotify,642,r&b,1,362
Draco,Dillom,south america,male,spotify,648,rap,1,315
Sola,Khea,south america,male,spotify,656,rap,1,582
Que Bueno Baila Usted,Beny Moré,south america,male,spotify,657,r&b,1,235
Al Siguiente Nivel,Javiera Mena,south america,female,spotify,732,pop,1,192
Felices los 4,Maluma,south america,male,spotify,741,latin,1,393
Si Tu Novio Te Deja Sola,J Balvin,south america,male,spotify,752,rap,1,450
PURPURA,WOS,south america,male,spotify,755,rap,1,541
Quiero Cantar,Abel Pintos,south america,male,spotify,756,latin,1,317
Turn Me On,Kevin Lyttle,south america,male,spotify,767,latin,0,524
Espejo,Javiera Mena,south america,female,spotify,798,pop,1,146
Andar em Paz,Urias,south america,female,spotify,807,latin,1,266
Colgando en tus manos (con Marta Sánchez),Carlos Baute,south america,male,spotify,830,latin,1,338
Solita,Sech,south america,male,spotify,848,latin,1,580
Lamento Tu Pérdida,Natti Natasha,south america,female,spotify,862,latin,1,338
Shot & Wine,Sean Paul,south america,male,spotify,872,latin,0,584
La Joya,Javiera Mena,south america,female,spotify,884,pop,1,380
Ahondar en Ti,Javiera Mena,south america,female,spotify,889,pop,1,159
No Te Vas - Remix,Nacho,south america,male,spotify,893,latin,1,460
Tipo uma Glock,Jovem Dex,south america,male,spotify,896,rap,1,286
Mi Gente - Hardwell & Quintino Remix,J Balvin,south america,male,spotify,912,edm,1,287
"Loca (feat. Duki, Cazzu)",Khea,south america,male,spotify,914,rap,1,876
Suena El Dembow,Joey Montana,south america,male,spotify,948,latin,1,512
Es Por Ti - MTV Unplugged,Juanes,south america,male,spotify,970,latin,1,320
La Bebe,"Secreto ""El Famoso Biberon""",south america,male,spotify,971,latin,1,637
Bota pra Tremer,Pedro Sampaio,south america,male,spotify,1025,edm,1,222
Mi Gente,J Balvin,south america,male,spotify,1038,latin,1,287
Two 1 Two,Kiddo Toto,south america,male,spotify,1043,rap,1,456
Cosas Ricas,Yera,south america,male,spotify,1086,latin,1,500
Hay Amores,Shakira,south america,female,spotify,1090,r&b,1,189
Y Si Te Digo - Version Merengue,Fanny Lu,south america,female,spotify,1096,latin,1,345
Nadie Como Tu,Amenazzy,south america,male,spotify,1117,rap,1,165
Por Tu Amor,Evaluna Montaner,south america,female,spotify,1144,latin,1,207
"Como ela vem (feat. Luccas Carlos, Xamã, PK e Orochi)",Papatinho,south america,male,spotify,1158,rap,1,629
Me Gusta - Remix,Natti Natasha,south america,female,spotify,1165,latin,1,792
Mantém,WIU,south america,male,spotify,1170,rap,1,1016
Jimmy Fallon,Lucho SSJ,south america,male,spotify,1172,rap,1,540
Surprise,Leozin,south america,male,spotify,1182,rap,1,530
Hear Me Now,Alok,south america,male,spotify,1206,pop,0,202
Demasiado Loco,Paulo Londra,south america,male,spotify,1224,rap,1,334
Locos Dementes,Gusi,south america,male,spotify,1235,latin,1,467
AmarElo (Sample: Sujeito de Sorte - Belchior),Emicida,south america,male,spotify,1247,latin,1,844
Surf Club,SAINt JHN,south america,male,spotify,1260,rap,0,523
It Wasn't Me,Shaggy,south america,male,spotify,1263,r&b,0,591
Me Gusta,Yotuel,south america,male,spotify,1288,latin,1,448
Espada,Javiera Mena,south america,female,spotify,1343,pop,1,310
Otro Trago,Sech,south america,male,spotify,1344,latin,1,1420
No Se Me Quita (feat. Ricky Martin),Maluma,south america,male,spotify,1390,latin,1,576
Inevitable - En Vivo,Shakira,south america,female,spotify,1396,latin,1,244
Beautiful Girls,Sean Kingston,south america,male,spotify,1441,pop,0,410
El Perdedor,Maluma,south america,male,spotify,1471,latin,1,633
Heads High (Kill 'Em With It Re-Mix),Mr. Vegas,south america,male,spotify,1482,latin,0,683
Vorankommen,Luciano,south america,male,spotify,1496,rap,1,474
$ENHOR,FBC,south america,male,spotify,1497,rap,1,711
Outro (Que É Você),Bemti,south america,male,spotify,1510,latin,1,125
Electric Boogie,Marcia Griffiths,south america,female,spotify,1530,latin,0,219
Que Mas Pues - Remix,Sech,south america,male,spotify,1537,rap,1,914
Bailar Contigo,Carlos Vives,south america,male,spotify,1543,latin,1,338
Luna Llena,Paulo Londra,south america,male,spotify,1547,rap,1,632
Yo No Te Pido la Luna,Javiera Mena,south america,female,spotify,1551,pop,1,242
Otra Era,Javiera Mena,south america,female,spotify,1560,pop,1,252
HP,Maluma,south america,male,spotify,1576,latin,1,414
Sucrilhos,WIU,south america,male,spotify,1641,rap,1,423
Si Me Das Tu Amor,Carlos Vives,south america,male,spotify,1660,latin,1,521
Dentro de ti,Javiera Mena,south america,female,spotify,1665,pop,1,209
Quem Traiu Levou - Ao Vivo,Gusttavo Lima,south america,male,spotify,1687,edm,1,280
Money,Jovem Dex,south america,male,spotify,1706,rap,1,292
Panic Room - Club Mix,Au/Ra,south america,female,spotify,1757,edm,0,314
Pa' Mala Yo,Natti Natasha,south america,female,spotify,1778,latin,1,253
Sin Compromiso (Remix),J Balvin,south america,male,spotify,1807,latin,1,492
La Carretera,Javiera Mena,south america,female,spotify,1834,pop,1,497
Paranoia,Frijo,south america,male,spotify,1843,rap,1,410
Mocca - Remix,Lalo Ebratt,south america,male,spotify,1855,latin,1,458
McDonalds Rich,SAINt JHN,south america,male,spotify,1863,rap,0,461
Dembow,Tommy Boysen,south america,male,spotify,1864,latin,1,363
Quisiera,Natalie Perez,south america,female,spotify,1867,latin,1,310
Volverte A Ver - MTV Unplugged,Juanes,south america,male,spotify,1871,latin,1,384
Chantaje,Shakira,south america,female,spotify,1896,latin,1,431
Viernes 13,KAKTOV,south america,male,spotify,1898,rap,1,578
Deja Tus Besos - Remix,Natti Natasha,south america,female,spotify,1913,latin,1,403
Luz de Piedra de Luna,Javiera Mena,south america,female,spotify,1925,pop,1,302
Te Quiero,Flex,south america,male,spotify,1973,latin,1,380
Tokyo Drift,KVSH,south america,male,spotify,2021,edm,0,195
Got 2 Luv U,Sean Paul,south america,male,spotify,2034,latin,0,781
Mi Amor Perdido,Andy Aguilera,south america,male,spotify,2050,latin,1,441
Roses - Imanbek Remix,SAINt JHN,south america,male,spotify,2086,pop,0,1408
ALMA (prod. 0-600),Ysy A,south america,male,spotify,2148,rap,1,507
Tussi,Marcianos Crew,south america,male,spotify,2154,rap,1,544
Flotando,Francisca Valenzuela,south america,female,spotify,2178,latin,1,444
Pensando en Ti,Canserbero,south america,male,spotify,2183,rock,1,611
Con Mi Amiga,Daniela Darcourt,south america,female,spotify,2204,latin,1,357
Combatchy (feat. MC Rebecca),Anitta,south america,female,spotify,2216,latin,1,355
Pide,Javiera Mena,south america,female,spotify,2221,pop,1,259
Ginza,J Balvin,south america,male,spotify,2229,latin,1,336
Light Me Up,FTampa,south america,male,spotify,2244,edm,0,341
Loca Remix,Khea,south america,male,spotify,2250,rap,1,1026
Reggaeton,J Balvin,south america,male,spotify,2260,latin,1,1156
Cristina (feat. Shelow Shaq),Maffio,south america,male,spotify,2295,latin,1,1018
Como Le Digo,Khea,south america,male,spotify,2341,rap,1,517
Traje unos tangos,Ysy A,south america,male,spotify,2344,rap,1,417
"Like Boss - Remix (feat. Duki, Bizarrap, Akapellah, Polima Westcoast, Moonkey, Zanto, Santoz)",Frijo,south america,male,spotify,2377,rap,1,309
Assim,Felipe Flip,south america,male,spotify,2395,rap,1,351
Sufrir,Javiera Mena,south america,female,spotify,2403,pop,1,242
Baby,Amenazzy,south america,male,spotify,2407,latin,1,550
Superglue,Dillom,south america,male,spotify,2424,rap,1,309
Volverte A Ver,Juanes,south america,male,spotify,2442,latin,1,384
Tango,Jovem Dex,south america,male,spotify,2455,rap,1,702
When It Comes To You - Benny Benassi & BB Team Remix,Sean Paul,south america,male,spotify,2473,pop,0,451
Tu No Eres Para Mi,Fanny Lu,south america,female,spotify,2481,latin,1,448
Maldita Abusadora,Paulo Londra,south america,male,spotify,2502,r&b,1,443
Hasta la Verdad,Javiera Mena,south america,female,spotify,2513,pop,1,126
"Whenever, Wherever",Shakira,south america,female,spotify,2516,pop,0,346
Desnuda,Ricardo Arjona,south america,male,spotify,2593,latin,1,232
Fire Burning,Sean Kingston,south america,male,spotify,2594,pop,0,529
Me Enamora - MTV Unplugged,Juanes,south america,male,spotify,2601,latin,1,308
Evitar,Pelé MilFlows,south america,male,spotify,2624,r&b,1,348
No Lo Entiendo,Bhavi,south america,male,spotify,2625,rap,1,351
Rockstar,Jovem Dex,south america,male,spotify,2632,rap,1,565
Que Me Tome la Noche,Javiera Mena,south america,female,spotify,2652,pop,1,299
Noche,Javiera Mena,south america,female,spotify,2661,pop,1,200
Chica Paranormal,Paulo Londra,south america,male,spotify,2680,rap,1,477
Blanco,J Balvin,south america,male,spotify,2683,pop,1,1281
"Domingo (Reykon, Cosculluela, Greeicy & Rauw Alejandro) - Remix",Reykon,south america,male,spotify,2684,latin,1,496
NEGOCIANDO POR TIEMPO (prod. SHIGANT-G),Ysy A,south america,male,spotify,2716,rap,1,540
Criminal,Natti Natasha,south america,female,spotify,2725,latin,1,373
Ghost - The Him Remix,Au/Ra,south america,female,spotify,2734,edm,0,390
Primera Estrella,Javiera Mena,south america,female,spotify,2740,pop,1,297
Para Tu Amor - MTV Unplugged,Juanes,south america,male,spotify,2766,latin,1,276
Buena,Manuel Medrano,south america,male,spotify,2782,latin,1,365
La Negra Tiene Tumbao,Celia Cruz,south america,female,spotify,2799,r&b,1,501
Como Nadie,Kodigo,south america,male,spotify,2821,rap,1,299
Flutuo,Leozin,south america,male,spotify,2834,rap,1,440
FULL ICE (prod. ORODEMBOW),Ysy A,south america,male,spotify,2841,rap,1,375
Rica y Apretadita (feat. Anayka),El General,south america,male,spotify,2878,latin,1,646
El Préstamo,Maluma,south america,male,spotify,2885,latin,1,1170
Cuando no la esperas,Javiera Mena,south america,female,spotify,2892,pop,1,196
Fresko,Bhavi,south america,male,spotify,2927,rap,1,991
Ojos Negros,Kelvis Ochoa,south america,male,spotify,2932,r&b,1,426
No Lie,Sean Paul,south america,male,spotify,2934,pop,0,773
Nada Valgo Sin Tu Amor - MTV Unplugged,Juanes,south america,male,spotify,2941,latin,1,362
No Lie - Sam Feldt Remix,Sean Paul,south america,male,spotify,2945,latin,0,773
Amantes - Versión Salsa,Greeicy,south america,female,spotify,2965,latin,1,388
Love 66,Mc Davi,south america,male,spotify,3014,rap,1,638
Querido Amigo,Paulo Londra,south america,male,spotify,3034,rap,1,508
Favela,MC Cabelinho,south america,male,spotify,3039,rap,1,396
Vallenato Apretao,Silvestre Dangond,south america,male,spotify,3040,latin,1,472
Tell Me Why,Alok,south america,male,spotify,3052,edm,0,252
Contra La Pared,Sean Paul,south america,male,spotify,3069,latin,1,1259
Como el Agua,Lianna,south america,female,spotify,3080,r&b,1,151
Vuelta a la Luna - Remix,Ysy A,south america,male,spotify,3096,rap,1,514
Manuela,Sharlene,south america,female,spotify,3108,latin,1,488
Um Pedido,Hungria Hip Hop,south america,male,spotify,3174,rap,1,354
Contento,Shelow Shaq,south america,male,spotify,3177,latin,1,288
Recuerdo,TINI,south america,female,spotify,3210,latin,1,1148
Te Adoraré,Ricardo Montaner,south america,male,spotify,3227,latin,1,197
Fogo,Lourena,south america,female,spotify,3234,r&b,1,281
Tamo Loco,Ysy A,south america,male,spotify,3249,rap,1,477
06:00:00,J Balvin,south america,male,spotify,3260,latin,1,478
Slow Mo 3,Leozin,south america,male,spotify,3266,rap,1,394
Downtown,Anitta,south america,female,spotify,3292,latin,1,481
Tipo Gta,MC Caverinha,south america,male,spotify,3324,rap,1,425
Pa' Brillar,Lucho SSJ,south america,male,spotify,3327,rap,1,766
Sommelier,Sidoka,south america,male,spotify,3336,rap,1,509
Amantes,Greeicy,south america,female,spotify,3369,latin,1,388
Tumbaye,Oscarcito,south america,male,spotify,3370,latin,1,418
Girls Dem Sugar,Beenie Man,south america,male,spotify,3374,r&b,0,656
Romeo y Julieta,Paulo Londra,south america,male,spotify,3455,rap,1,390
Me Chama,MC Maneirinho,south america,male,spotify,3462,rap,1,364
Panic Room,Au/Ra,south america,female,spotify,3477,edm,0,314
Déjate Querer,Lalo Ebratt,south america,male,spotify,3478,pop,1,525
Morado,J Balvin,south america,male,spotify,3481,pop,1,974
Peligrosa,J Balvin,south america,male,spotify,3511,latin,1,1084
Crimen,Gustavo Cerati,south america,male,spotify,3545,rock,1,147
7,Sidoka,south america,male,spotify,3547,rap,1,612
Machika - Dillon Francis Remix,J Balvin,south america,male,spotify,3571,latin,1,303
"Tengo 30 (feat. Duki, Cazzu, Neo Pistea & Tali Goya)",Khea,south america,male,spotify,3610,rap,1,1790
Culpables,Manuel Turizo,south america,male,spotify,3618,rap,1,355
Ser De Sol,Descemer Bueno,south america,male,spotify,3646,r&b,1,174
Esa Fuerza,Javiera Mena,south america,female,spotify,3649,pop,1,241
GPS,Maluma,south america,male,spotify,3671,rap,1,532
Delirio,Nacho,south america,male,spotify,3674,latin,1,415
Te Necesito,Bhavi,south america,male,spotify,3678,rap,1,756
Nena Maldicion (feat. Lenny Tavarez),Paulo Londra,south america,male,spotify,3686,rap,1,1030
Destino,Greeicy,south america,female,spotify,3687,latin,1,1206
Ay Vamos,J Balvin,south america,male,spotify,3688,latin,1,441
Chega de Falar de Ice,Leozin,south america,male,spotify,3695,rap,1,332
A Gente Fez Amor - Ao Vivo,Gusttavo Lima,south america,male,spotify,3697,edm,1,306
Flash,MC Caverinha,south america,male,spotify,3710,rap,1,381
Brillo,J Balvin,south america,male,spotify,3738,latin,1,349
Apaga a Luz,Gloria Groove,south america,female,spotify,3754,latin,1,354
En Barranquilla Me Quedo,Joe Arroyo,south america,male,spotify,3778,latin,1,292
"Trapstorno (feat. Natan El Profeta, Rubinsky Rbk & Philipe)",Redimi2,south america,male,spotify,3783,latin,1,1022
Bella,Wolfine,south america,male,spotify,3788,latin,1,308
Seasons,Shaggy,south america,male,spotify,3802,latin,0,374
Arroyito,Fonseca,south america,male,spotify,3830,latin,1,304
Talvez Bem Mais,Clara Lima,south america,female,spotify,3851,rap,1,372
Consejo de Amor,TINI,south america,female,spotify,3854,latin,1,469
Procura,ChiChi Peralta,south america,male,spotify,3857,latin,1,331
Hips Don't Lie (feat. Wyclef Jean),Shakira,south america,female,spotify,3861,pop,0,1252
Piso,Bhavi,south america,male,spotify,3864,rap,1,733
Chora Até Perder a Fala - Ao Vivo,Gusttavo Lima,south america,male,spotify,3867,edm,1,237
6 Horas,MC Cabelinho,south america,male,spotify,3871,rap,1,402
La Vida Es Un Carnaval,Celia Cruz,south america,female,spotify,3873,latin,1,347
Todo de Oro,Ysy A,south america,male,spotify,3876,rap,1,458
Tu Cuerpo Me Llama,Reykon,south america,male,spotify,3887,latin,1,631
Cuando Nos Volvamos a Encontrar - Live from Spotify,Carlos Vives,south america,male,spotify,3898,latin,1,352
Yo Te Lo Dije,J Balvin,south america,male,spotify,3908,latin,1,494
Loca,Shakira,south america,female,spotify,3909,latin,1,329
Budokai Tenkaichi,Saramalacara,south america,female,spotify,3911,rap,1,226
badwine - Extended Remix,Feid,south america,male,spotify,3942,latin,1,334
Tal Vez,Paulo Londra,south america,male,spotify,3980,rap,1,1360
El Amanecer,Javiera Mena,south america,female,spotify,3983,pop,1,163
Esquemas Juveniles,Javiera Mena,south america,female,spotify,4023,pop,1,127
Only Love - Luca Schreiner Island House Mix,Shaggy,south america,male,spotify,4036,latin,0,418
Fresa,TINI,south america,female,spotify,4072,latin,1,516
Fever,Vybz Kartel,south america,male,spotify,4092,latin,0,404
Bum Bum Tam Tam - David Guetta Remix,MC Fioti,south america,male,spotify,4104,edm,1,354
Piscininha Amor,Whadi Gama,south america,male,spotify,4134,edm,1,295
De Dentro do AP,Bia Ferreira,south america,female,spotify,4152,latin,1,242
Lo Malo,Sech,south america,male,spotify,4161,latin,1,409
So Fresh,Paulo Londra,south america,male,spotify,4173,rap,1,371
10K,Raffa Moreira,south america,male,spotify,4179,rap,1,381
Como Le Hago,Ezio Oliva,south america,male,spotify,4186,latin,1,437
Te Quemaste,Manuel Turizo,south america,male,spotify,4212,rap,1,342
Punto Rojo,Granuja,south america,male,spotify,4222,latin,1,398
The Lion Roars,Stephen Marley,south america,male,spotify,4233,rap,0,510
Recién Me Desperte,Lucho SSJ,south america,male,spotify,4267,rap,1,493
Vuelve a Mi,Micro Tdh,south america,male,spotify,4287,rap,1,430
Empresario,Khea,south america,male,spotify,4340,rap,1,346
Invocada (Participação especial de Léo Santana) - Ao vivo,Ludmilla,south america,female,spotify,4346,edm,1,410
No Te Vayas,Camilo,south america,male,spotify,4350,latin,1,559
Solo Le Dije,Kevin Johansen,south america,male,spotify,4356,latin,1,255
Porsche,Sidoka,south america,male,spotify,4372,rap,1,576
A Dios Le Pido - MTV Unplugged,Juanes,south america,male,spotify,4404,latin,1,322
A Ella,KAROL G,south america,female,spotify,4424,latin,1,756
Silencio,Jorge Drexler,south america,male,spotify,4425,latin,1,226
"Try Everything - From ""Zootopia"" Soundtrack",Shakira,south america,female,spotify,4433,pop,0,339
TBT,Yera,south america,male,spotify,4449,latin,1,424
B11 (feat. Myke Towers),Rvssian,south america,male,spotify,4452,latin,1,820
Bailame Despacio,Xantos,south america,male,spotify,4456,latin,1,559
She Doesn't Mind,Sean Paul,south america,male,spotify,4460,latin,0,564
Aire,Javiera Mena,south america,female,spotify,4469,pop,1,238
Ella - Remix,Pitizion,south america,female,spotify,4538,latin,1,399
Me Enamoré,Shakira,south america,female,spotify,4546,latin,1,946
Scotch,Sidoka,south america,male,spotify,4552,rap,1,621
No Te Cuesta Nada,Javiera Mena,south america,female,spotify,4561,pop,1,249
Hola Que Tal,J Balvin,south america,male,spotify,4573,latin,1,490
El Ratico,Juanes,south america,male,spotify,4579,latin,1,313
Dios Bendiga (Remix),Amenazzy,south america,male,spotify,4591,rap,1,594
Alma,Javiera Mena,south america,female,spotify,4592,pop,1,176
Picky,Joey Montana,south america,male,spotify,4637,latin,1,580
Me haces bien,Jorge Drexler,south america,male,spotify,4661,latin,1,183
Machika,J Balvin,south america,male,spotify,4699,latin,1,303
CANGURO,WOS,south america,male,spotify,4725,rap,1,606
Todo Bien,Lalo Ebratt,south america,male,spotify,4766,latin,1,514
Hasta Las 6,Kodigo,south america,male,spotify,4792,rap,1,912
Loco,Beéle,south america,male,spotify,4794,latin,1,892
Deixa,Mc Th,south america,male,spotify,4814,rap,1,356
Maria Gasolina,MC Hariel,south america,male,spotify,4826,rap,1,436
Mr. Loverman (feat. Chevelle Franklin) - Radio Mix,Shabba Ranks,south america,male,spotify,4828,r&b,0,485
DESFILAR MIS PENAS (prod. ASAN),Ysy A,south america,male,spotify,4852,rap,1,433
Solo Pienso En Ti (feat. De La Ghetto & Justin Quiles),Paulo Londra,south america,male,spotify,4863,rap,1,1368
Me Liberé,Evaluna Montaner,south america,female,spotify,4876,latin,1,329
Te Ves Buena,El General,south america,male,spotify,4907,latin,1,539
La Noche Entera,Alex Ferreira,south america,male,spotify,4915,latin,1,206
Mucha Data,Cazzu,south america,female,spotify,4922,rap,1,407
Volver a Verte (feat. Cali y El Dandee),Fonseca,south america,male,spotify,4976,latin,1,464
Diva,Nicki Nicole,south america,female,spotify,5028,latin,1,316
