artist,song_title,gender,ethnicity,lyrics_source
Delta Goodrem,Happy Xmas (War Is Over),Female,Oceania,genius
Adam Brand,Never Live Without You,Male,Oceania,genius
Darren Hayes,Talk Talk Talk,Male,Oceania,genius
Christine Anu,Come On,Female,Oceania,genius
Kasey Chambers,Colour Of A Carnival,Female,Oceania,genius
Ainslie Wills,Weighing The Promises,Female,Oceania,genius
Michelle Tumes,Untame Lion,Female,Oceania,genius
Kylie Minogue,Into The Blue,Female,Oceania,genius
Olivia Newton-John,If Not For You,Female,Oceania,genius
Josef Salvat,Till I Found You,Male,Oceania,genius
Angry Anderson,Bad Days,Male,Oceania,genius
Anika Moa,I Am The Woman Who Loves You,Female,Oceania,genius
John Farnham,Justice For One,Male,Oceania,genius
Aaradhna,Burned It Up,Female,Oceania,genius
Helen Reddy,Knowing When To Leave,Female,Oceania,genius
Ben Lummis,Never Say I Love You,Male,Oceania,genius
Kate Miller-Heidke,The End Of School,Female,Oceania,genius
Lisa Maxwell,Not So Easy,Female,Oceania,genius
Olivia Newton-John,If,Female,Oceania,genius
Missy Higgins,Secret,Female,Oceania,genius
Bic Runga,Everything Is Beautiful And New,Female,Oceania,genius
Josh Pyke,Forever Song,Male,Oceania,genius
Darren Hanlon,Fire Engine,Male,Oceania,genius
Troye Sivan,Unsung Hero,Male,Oceania,genius
Xavier Rudd,9 Times A Day,Male,Oceania,genius
Samantha Sang,The Love Of A Woman,Female,Oceania,genius
Jimmy Barnes,Sweat It Out,Male,Oceania,genius
Kylie Minogue,Take Me With You,Female,Oceania,genius
Ben Lee,Borne On The FM Waves Of The Heart,Male,Oceania,genius
Missy Higgins,The Special Two,Female,Oceania,genius
Gin Wigmore,Man Like That,Female,Oceania,genius
Kasey Chambers,Nothing At All,Female,Oceania,genius
Adam Brand,Blue Sky Cathedral,Male,Oceania,genius
Olivia Newton-John,I Honestly Love You,Female,Oceania,genius
Olivia Newton-John,Suddenly,Female,Oceania,genius
Jack Vidgen,I Have Nothing,Male,Oceania,genius
Jim White,Turquoise House,Male,Oceania,genius
Natalie Imbruglia,Sanctuary,Female,Oceania,genius
Andy Gibb,Fool For A Night,Male,Oceania,genius
Rolf Harris,Sun Arise,Male,Oceania,genius
Jeff Lang,"Lubbock, Texas",Male,Oceania,genius
Colin Buchanan,Who Is He In Yonder Stall,Male,Oceania,genius
Xavier Rudd,Let Me Be,Male,Oceania,genius
Bic Runga,Counting The Days,Female,Oceania,genius
Keith Urban,Future Plans,Male,Oceania,genius
Dannii Minogue,If It Moves - Dub It,Female,Oceania,genius
Ben Lee,Sleepwalking,Male,Oceania,genius
Tina Arena,Take Me Apart,Female,Oceania,genius
Michael Hutchence,Get On The Inside,Male,Oceania,genius
Tina Arena,Strong As Steel,Female,Oceania,genius
Drapht,Who Can We Trust,Male,Oceania,genius
Sarah Blasko,Hold On My Heart,Female,Oceania,genius
Kylie Minogue,In Your Eyes,Female,Oceania,genius
Olivia Newton-John,If Not For You,Female,Oceania,genius
Kat Frankie,The Faint-Hearted Ones,Female,Oceania,genius
Kat Frankie,Bina,Female,Oceania,genius
Keith Urban,Red Camaro,Male,Oceania,genius
Natalie Imbruglia,Counting Down The Days,Female,Oceania,genius
Rebecca St. James,Who Is He,Female,Oceania,genius
David Dallas,Gotta Know,Male,Oceania,genius
Ainslie Wills,Reprise,Female,Oceania,genius
Wendy Matthews,Standing Strong,Female,Oceania,genius
Colin Hay,Company Of Strangers,Male,Oceania,genius
Anthony Callea,If Only,Male,Oceania,genius
Mick Harvey,Scenic Railway,Male,Oceania,genius
Sam Sparro,Black And Gold,Male,Oceania,genius
Colin Hay,I Think I Know,Male,Oceania,genius
Helen Reddy,Optimism Blues,Female,Oceania,genius
Rick Springfield,Alyson,Male,Oceania,genius
Kate Miller-Heidke,Offer It Up,Female,Oceania,genius
Butterfly Boucher,For The Love Of Love,Female,Oceania,genius
Rebecca St. James,Above All,Female,Oceania,genius
Margaret Urlich,Every Little Thing,Female,Oceania,genius
Sia,Take It To Heart,Female,Oceania,genius
Helen Reddy,Raised On Rock,Female,Oceania,genius
Xavier Rudd,Partnership,Male,Oceania,genius
Troye Sivan,Happy Little Pill,Male,Oceania,genius
Daryl Braithwaite,Higher Than Hope,Male,Oceania,genius
Hayley Westenra,Both Sides Now,Female,Oceania,genius
Alex Lloyd,Safe To Say,Male,Oceania,genius
Kate Miller-Heidke,No Truck,Female,Oceania,genius
Rick Springfield,Written In Rock,Male,Oceania,genius
Rolf Harris,Figian Girl,Male,Oceania,genius
Iota,Outside,Male,Oceania,genius
Darren Hayes,Unlovable,Male,Oceania,genius
Mick Harvey,Ford Mustang,Male,Oceania,genius
Olivia Newton-John,Have You Never Been Mellow,Female,Oceania,genius
Marty Willson-Piper,You Bring Your Love To Me,Male,Oceania,genius
Jimmy Barnes,Thick Skinned,Male,Oceania,genius
Diana Anaid,Flowers,Female,Oceania,genius
Mick Harvey,Overseas Telegram,Male,Oceania,genius
Guy Sebastian,Undo,Male,Oceania,genius
Olivia Newton-John,Changes,Female,Oceania,genius
Hayley Westenra,Danny Boy,Female,Oceania,genius
Kram,Satellite,Male,Oceania,genius
Andy Gibb,Falling In Love With You,Male,Oceania,genius
Darlene Zschech,The Power Of Your Love,Female,Oceania,genius
David Dallas,The Gate,Male,Oceania,genius
Jimmy Barnes,No Second Prize,Male,Oceania,genius
Chela,Zero,Female,Oceania,genius
Tamara Jaber,Ooh Ahh,Female,Oceania,genius
John Farnham,Sadie (The Cleaning Lady),Male,Oceania,genius
Darlene Zschech,And That My Soul Knows Very Well,Female,Oceania,genius
Colin Buchanan,God Is Everywhere,Male,Oceania,genius
Alex Lloyd,Hello The End,Male,Oceania,genius
Hayley Westenra,The Water Is Wide,Female,Oceania,genius
Peter Andre,I See You,Male,Oceania,genius
Sia,Breathe Me,Female,Oceania,genius
Steve McDonald,The Celtic Warrior,Male,Oceania,genius
Olivia Newton-John,Get Out,Female,Oceania,genius
David Bridie,Kerosene,Male,Oceania,genius
Vanessa Amorosi,How Y' Livin',Female,Oceania,genius
Russell Morris,Only A Matter Of Time,Male,Oceania,genius
Super Xx Man,Out For Kicks,Male,Oceania,genius
Jack Vidgen,Yes I Am,Male,Oceania,genius
Olivia Newton-John,If You Love Me (Let Me Know),Female,Oceania,genius
Kylie Minogue,In My Arms,Female,Oceania,genius
Kylie Minogue,We Know The Meaning Of Love,Female,Oceania,genius
Sia,Salted Wound,Female,Oceania,genius
Mia Dyson,Lonely,Female,Oceania,genius
Candice Alley,I Belong,Female,Oceania,genius
Darlene Zschech,Walk On,Female,Oceania,genius
Lenka,Like A Song,Female,Oceania,genius
Rebecca St. James,Hark The Herald Angels Sing,Female,Oceania,genius
Olivia Newton-John,Trust Yourself,Female,Oceania,genius
Sara Storer,Boss Drovers Pride,Female,Oceania,genius
Rebecca St. James,Alive,Female,Oceania,genius
Rick Springfield,Life In A Northern Town,Male,Oceania,genius
Urthboy,Til They Snatch This Last Page,Male,Oceania,genius
Troye Sivan,DKLA,Male,Oceania,genius
Rick Price,Forever Me And You,Male,Oceania,genius
Steve Kilbey,Forgetfulness,Male,Oceania,genius
Urthboy,Keep It Relevant,Male,Oceania,genius
Deborah Conway,Today I Am A Daisy,Female,Oceania,genius
Alex Lloyd,Bus Ride,Male,Oceania,genius
James Keelaghan,Gladys Ridge,Male,Oceania,genius
Anika Moa,The Blind Woman,Female,Oceania,genius
Vance Joy,Great Summer,Male,Oceania,genius
Tim Minchin,Quiet,Male,Oceania,genius
Xavier Rudd,Twist,Male,Oceania,genius
Lorde,The Love Club,Female,Oceania,genius
Chet Faker,Archangel,Male,Oceania,genius
Stan Walker,Light It Up,Male,Oceania,genius
Butterfly Boucher,Never Leave Your Heart Alone,Female,Oceania,genius
Ben Lee,Begin,Male,Oceania,genius
Urthboy,Them Shackles,Male,Oceania,genius
Christine Anu,Monkey And The Turtle,Female,Oceania,genius
Diana Anaid,Black Rainbow,Female,Oceania,genius
Marty Willson-Piper,Night Is Over,Male,Oceania,genius
Anita Lane,Lost In Music,Female,Oceania,genius
Eric Bogle,Dan,Male,Oceania,genius
Hayley Westenra,How Deep Is Your Love,Female,Oceania,genius
Rolf Harris,Jake The Peg,Male,Oceania,genius
Vanessa Amorosi,Blow Me Away,Female,Oceania,genius
Aaradhna,Great Man,Female,Oceania,genius
Kylie Minogue,Shocked,Female,Oceania,genius
Lee Kernaghan,Wild Side Of Life,Male,Oceania,genius
Monique Brumby,The Change In Me,Female,Oceania,genius
Darlene Zschech,Shout To The Lord,Female,Oceania,genius
John Farnham,A Touch Of Paradise,Male,Oceania,genius
Natalie Imbruglia,One More Addiction,Female,Oceania,genius
Kylie Minogue,Too Much,Female,Oceania,genius
Dannii Minogue,Hey (So What),Female,Oceania,genius
Urthboy,Hellsong,Male,Oceania,genius
Robert Forster,Baby Stones,Male,Oceania,genius
Olivia Newton-John,Living In Harmony,Female,Oceania,genius
Jamie McDell,Rewind,Female,Oceania,genius
Rowland S. Howard,Undone,Male,Oceania,genius
Olivia Newton-John,Heartbreaker,Female,Oceania,genius
Rick Springfield,Do You Love Your Children,Male,Oceania,genius
Dannii Minogue,Show You The Way To Go,Female,Oceania,genius
Olivia Newton-John,The Twelfth Of Never,Female,Oceania,genius
Rick Springfield,1000 Years,Male,Oceania,genius
Kylie Minogue,Shocked,Female,Oceania,genius
Jimmy Barnes,Tears We Cry,Male,Oceania,genius
Kimbra,With My Hands,Female,Oceania,genius
Olivia Newton-John,Tenterfield Saddler,Female,Oceania,genius
Vanessa Amorosi,Send Me The Manual,Female,Oceania,genius
Rebecca St. James,Beautiful Stranger,Female,Oceania,genius
Kate Ceberano,Change,Female,Oceania,genius
Rebecca St. James,Lamb Of God,Female,Oceania,genius
Colin Buchanan,Adelago,Male,Oceania,genius
Xavier Rudd,Message Stick,Male,Oceania,genius
Colin Buchanan,Be Careful Little Eyes,Male,Oceania,genius
Peter Koppes,The Destroyer,Male,Oceania,genius
Darren Hayes,So Beautiful,Male,Oceania,genius
Guy Sebastian,Cover On My Heart,Male,Oceania,genius
Tina Arena,I Only Want To Be With You,Female,Oceania,genius
Natalie Imbruglia,Counting Down The Days,Female,Oceania,genius
John Schumann,Safe Behind The Wire,Male,Oceania,genius
Mick Harvey,Jazz In The Ravine,Male,Oceania,genius
Chet Faker,No Advice,Male,Oceania,genius
Kate Miller-Heidke,Beautiful Darling,Female,Oceania,genius
Vance Joy,My Kind Of Man,Male,Oceania,genius
Lisa Maxwell,Secrets And Lies,Female,Oceania,genius
Olivia Newton-John,Let Me Be There,Female,Oceania,genius
Max Sharam,Purple Flower,Female,Oceania,genius
Olivia Newton-John,Would You Follow Me,Female,Oceania,genius
Robert Forster,Cryin' Love,Male,Oceania,genius
Andrew Morris,Here He Comes,Male,Oceania,genius
Gin Wigmore,Singin' My Soul,Female,Oceania,genius
Jimmy Barnes,Forgiveness,Male,Oceania,genius
Delta Goodrem,Rise,Female,Oceania,genius
Katie Noonan,In My Life,Female,Oceania,genius
Vance Joy,Emmylou,Male,Oceania,genius
Hayley Westenra,Memory,Female,Oceania,genius
Rebecca St. James,As We Wait,Female,Oceania,genius
Sarah Blasko,Amazing Things,Female,Oceania,genius
James Reyne,Every Tooth A Tombstone,Male,Oceania,genius
Josh Pyke,Goldmines,Male,Oceania,genius
S3RL,MTC,Male,Oceania,genius
Sia,Cellophane,Female,Oceania,genius
Jimmy Little,One Road,Male,Oceania,genius
Rebecca St. James,You Make Everything Beautiful,Female,Oceania,genius
Jimmy Barnes,The Weight,Male,Oceania,genius
Pete Murray,Happy Ground,Male,Oceania,genius
Brooke Fraser,Better,Female,Oceania,genius
Ian Moss,Telephone Booth,Male,Oceania,genius
John Farnham,I Can Do Anything,Male,Oceania,genius
Dave Dobbyn,I Never Left You,Male,Oceania,genius
Tim Finn,Big Wave Rider,Male,Oceania,genius
Darren Hayes,Insatiable,Male,Oceania,genius
Neil Finn,Anytime,Male,Oceania,genius
Jon English,Hollywood Seven,Male,Oceania,genius
Kylie Minogue,Physical,Female,Oceania,genius
Bernard Fanning,Further Down The Road,Male,Oceania,genius
Hayley Westenra,Bridal Ballad,Female,Oceania,genius
Peter Combe,Toffee Apple,Male,Oceania,genius
Stu Larsen,Pocket Full Of Coins,Male,Oceania,genius
Alison Wonderland,Games,Female,Oceania,genius
Olivia Newton-John,Sam,Female,Oceania,genius
Guy Sebastian,All I Need Is You,Male,Oceania,genius
Jimmy Barnes,No Second Prize,Male,Oceania,genius
Andy Gibb,After Dark,Male,Oceania,genius
Olivia Newton-John,Physical,Female,Oceania,genius
Olivia Newton-John,Hopelessly Devoted To You,Female,Oceania,genius
Olivia Newton-John,Heartbreaker,Female,Oceania,genius
Olivia Newton-John,If Not For You,Female,Oceania,genius
Olivia Newton-John,Sam,Female,Oceania,genius
Olivia Newton-John,Living In Harmony,Female,Oceania,genius
Olivia Newton-John,Let Me Be There,Female,Oceania,genius
John Farnham,A Touch Of Paradise,Male,Oceania,genius
Rebecca St. James,Wait For Me,Female,Oceania,genius
Olivia Newton-John,If You Love Me (Let Me Know),Female,Oceania,genius
Rebecca St. James,Wait For Me,Female,Oceania,genius
Cody Simpson,IYiYi,Male,Oceania,genius
Rebecca St. James,Wait For Me,Female,Oceania,genius
Sam Sparro,Black And Gold,Male,Oceania,genius
Hayley Westenra,Pokarekare Ana,Female,Oceania,genius
Natalie Imbruglia,That Day,Female,Oceania,genius
Kylie Minogue,Love At First Sight,Female,Oceania,genius
Hayley Westenra,Both Sides Now,Female,Oceania,genius
Rick Springfield,Celebrate Youth,Male,Oceania,genius
Sia,The Girl You Lost To Cocaine,Female,Oceania,genius
Olivia Newton-John,If Not For You,Female,Oceania,genius
Delta Goodrem,Predictable,Female,Oceania,genius
Hayley Westenra,Both Sides Now,Female,Oceania,genius
Olivia Newton-John,Let Me Be There,Female,Oceania,genius
John Farnham,When The War Is Over,Male,Oceania,genius
Alex Lloyd,Bus Ride,Male,Oceania,genius
Darren Hayes,So Beautiful,Male,Oceania,genius
Hayley Westenra,The Water Is Wide,Female,Oceania,genius
Hayley Westenra,Bridal Ballad,Female,Oceania,genius
Hayley Westenra,Danny Boy,Female,Oceania,genius
Kylie Minogue,Did It Again,Female,Oceania,genius
Rick Springfield,Celebrate Youth,Male,Oceania,genius
Olivia Newton-John,I Honestly Love You,Female,Oceania,genius
Olivia Newton-John,If,Female,Oceania,genius
Olivia Newton-John,Let Me Be There,Female,Oceania,genius
Olivia Newton-John,I Honestly Love You,Female,Oceania,genius
Kylie Minogue,Red Blooded Woman,Female,Oceania,genius
Kylie Minogue,Give Me Just A Little More Time,Female,Oceania,genius
Olivia Newton-John,Heartbreaker,Female,Oceania,genius
Hayley Westenra,Danny Boy,Female,Oceania,genius
Olivia Newton-John,Changes,Female,Oceania,genius
Javier Calamaro,Caramelitos De Colores,Male,South America,genius
Alberto Cortez,Las Palmeras,Male,South America,genius
Daniela Herrero,Hasta Que Llegues,Female,South America,genius
Mercedes Sosa,Regreso A La Tonada,Female,South America,genius
Milton Nascimento,Cantaloupe Island,Male,South America,genius
Jorge Ben,Carnaval Triste,Male,South America,genius
Alejandro Lerner,Buen Viaje,Male,South America,genius
Ney Matogrosso,Poema,Male,South America,genius
Tania Maria,No Ano Que Vem,Female,South America,genius
Roberto Carlos,Nunca Te Esqueci,Male,South America,genius
Ivete Sangalo,Back At One,Female,South America,genius
Camila Moreno,Ay!,Female,South America,genius
Leoni,Melhor Pra Mim,Male,South America,genius
Milton Nascimento,Ooh Child,Male,South America,genius
Gal Costa,Begin The Beguine,Female,South America,genius
Fonseca,Te Mando Flores,Male,South America,genius
Roberto Carlos,Coisa Bonita,Male,South America,genius
Bahiano,Sales,Male,South America,genius
Nacha Guevara,El Dulce Minuet,Female,South America,genius
Tim Maia,Compadre,Male,South America,genius
Tim Maia,Preciso Ser Amado,Male,South America,genius
Djavan,Nas Ruas,Male,South America,genius
Skay Beilinson,Tarde De Lluvia,Male,South America,genius
Roberto Carlos,"Amigos, Amigos",Male,South America,genius
Mercedes Sosa,Venas Abiertas,Female,South America,genius
Raul Seixas,Canto Para Minha Morte,Male,South America,genius
Gal Costa,"Chuva, Suor E Cerveja",Female,South America,genius
Elis Regina,Colagem,Female,South America,genius
Antonio Carlos Jobim,Isabella,Male,South America,genius
Diego Torres,Color Esperanza,Male,South America,genius
Cibelle,Escute Bem,Female,South America,genius
Pedro Aznar,Fragilidad,Male,South America,genius
Ana Carolina,Esperta,Female,South America,genius
Emmerson Nogueira,Norwegian Wood,Male,South America,genius
Simone,Hawaii E You,Female,South America,genius
Elis Regina,O Bem Do Amor,Female,South America,genius
Indio Solari,Ramas Desnudas,Male,South America,genius
Latino,Xeque Mate,Male,South America,genius
Joyce,O Trem Atrasou,Female,South America,genius
Joyce,Compor,Female,South America,genius
Ricardo Montaner,No Me Puedo Aguantar,Male,South America,genius
Carmen Miranda,Balance,Female,South America,genius
Cristina Mel,Comece A Adorar,Female,South America,genius
Franco De Vita,Sexo,Male,South America,genius
Marcela Morelo,Manantial,Female,South America,genius
Carlos Baute,Quien Dice Que No Duele,Male,South America,genius
Chico Buarque,La Banda,Male,South America,genius
Gabriel O Pensador,Cavaleiro Andante,Male,South America,genius
Julio Sosa,Dicen Que Dicen,Male,South America,genius
Mercedes Sosa,Bajo El Sauce Solo,Female,South America,genius
Rodrigo,Informe Policial,Male,South America,genius
Pedro Aznar,Manifiesto,Male,South America,genius
Julio Sosa,Padrino Pelao,Male,South America,genius
Gian Marco,Flor De Arena,Male,South America,genius
Cristina Mel,Vamos Exaltar Ao Rei Jesus,Female,South America,genius
Lulu Santos,Cara Normal,Male,South America,genius
MC Marcinho,Funk Da Antiga,Male,South America,genius
Wilson Simoninha,Aquele Gol,Male,South America,genius
Roberto Goyeneche,Cada Vez Que Me Recuerdes,Male,South America,genius
Milton Nascimento,Leila (Venha Ser Feliz),Male,South America,genius
Emmanuel Horvilleur,La Nave,Male,South America,genius
Emmanuel Horvilleur,Zoo,Male,South America,genius
Kevin Johansen,En Mi Cabeza,Male,South America,genius
Julio Sosa,Un Alma Buena,Male,South America,genius
Marcelo D2,Pra Que Amor?,Male,South America,genius
Mercedes Sosa,Poema 15,Female,South America,genius
Astrud Gilberto,Ocean Dreams,Female,South America,genius
Odette Lara,Samba Em Preludio,Female,South America,genius
Pedro Aznar,Lina De Luto,Male,South America,genius
Zeca Pagodinho,Maneco Telecoteco,Male,South America,genius
Pedro Aznar,Tiempo Sin Respuesta,Male,South America,genius
Raul Seixas,Tapanacara,Male,South America,genius
Daniela Mercury,Vapor Barato,Female,South America,genius
Horacio Guarany,Piel Morena,Male,South America,genius
Lulu Santos,Assim Caminha A Humanidade,Male,South America,genius
Adriana Calcanhotto,Inverno,Female,South America,genius
Jorge Ben,No Reino Encantado Do Amor,Male,South America,genius
Indio Solari,Tomasito Podes Oirme? Tomasito Podes Verme?,Male,South America,genius
Carlos Vives,Santa Marta - Kingston - New Orleans,Male,South America,genius
Paulinho Moska,Quantas Vidas Voce Tem,Male,South America,genius
Ludmilla,Tudo Vale A Pena,Female,South America,genius
Mercedes Sosa,Zamba Del Cielo,Female,South America,genius
Coti,Igual Que Ayer,Male,South America,genius
Wanessa,Stuck On Repeat,Female,South America,genius
Rita Lee,Alo! Alo! Marciano,Female,South America,genius
Alcione,Ou Ela Ou Eu,Female,South America,genius
Roberto Carlos,Lady Laura,Male,South America,genius
Daniel Viglietti,La Tucumanita,Male,South America,genius
Mercedes Sosa,A Mi Hermano Miguel,Female,South America,genius
Luis Alberto Spinetta,Jazmin,Male,South America,genius
Marcos Valle,Mentira,Male,South America,genius
Raul Seixas,Um Som Para Laio,Male,South America,genius
Skay Beilinson,Bye Bye,Male,South America,genius
Adriana Calcanhotto,Clandestino,Female,South America,genius
Roberto Carlos,La Tempesta,Male,South America,genius
Djavan,Obi,Male,South America,genius
Emmanuel Horvilleur,Nueva Ola,Male,South America,genius
Pedro Aznar,Fugu,Male,South America,genius
